"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-29-08-43-00-log.csv 1 600",,,,"Date:","29 Aug 2022 08:43:00 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
29-08 08:43:09,1.942,18.770,79.288,0.0,0.0,0.0,132050944.0,19726336.0,263000064.0,3599486976.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58110.0,142275.0,2.0,0.0,5.0
29-08 08:43:10,9.816,23.006,66.871,0.307,0.0,0.0,132063232.0,19726336.0,263278592.0,3599196160.0,2048.0,16986.0,540672.0,0.0,8.0,0.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,49824.0,132527.0,1.0,0.0,7.0
29-08 08:43:11,7.395,19.293,73.312,0.0,0.0,0.0,132403200.0,19734528.0,263282688.0,3598843904.0,2080.0,16982.0,0.0,32768.0,0.0,4.0,1308.0,16775.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,52033.0,134813.0,3.0,0.0,13.0
29-08 08:43:12,2.208,20.820,76.972,0.0,0.0,0.0,132435968.0,19734528.0,263282688.0,3598811136.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57858.0,142072.0,1.0,0.0,5.0
29-08 08:43:13,1.254,18.495,80.251,0.0,0.0,0.0,132403200.0,19734528.0,263282688.0,3598843904.0,2112.0,16982.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,48857.0,132491.0,2.0,0.0,5.0
29-08 08:43:14,1.548,17.337,81.115,0.0,0.0,0.0,132177920.0,19734528.0,263282688.0,3599069184.0,2112.0,16982.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43327.0,126603.0,4.0,0.0,5.0
29-08 08:43:15,1.484,20.475,78.042,0.0,0.0,0.0,132141056.0,19734528.0,263286784.0,3599101952.0,2112.0,16982.0,0.0,0.0,0.0,0.0,1338.0,18951.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43317.0,125806.0,4.0,0.0,9.0
29-08 08:43:16,2.102,18.018,79.880,0.0,0.0,0.0,132161536.0,19742720.0,263290880.0,3599069184.0,2112.0,16982.0,0.0,32768.0,0.0,4.0,1278.0,20947.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43826.0,127409.0,1.0,0.0,9.0
29-08 08:43:17,2.395,18.263,79.341,0.0,0.0,0.0,132546560.0,19742720.0,263290880.0,3598684160.0,2080.0,16987.0,0.0,0.0,0.0,0.0,1408.0,18979.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43492.0,126446.0,6.0,0.0,10.0
29-08 08:43:18,2.059,16.765,81.176,0.0,0.0,0.0,132542464.0,19742720.0,263294976.0,3598684160.0,2080.0,16987.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,36326.0,119266.0,0.0,0.0,5.0
29-08 08:43:19,2.388,14.925,82.687,0.0,0.0,0.0,132542464.0,19742720.0,263294976.0,3598684160.0,2080.0,16987.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,36008.0,118614.0,2.0,0.0,5.0
29-08 08:43:20,2.154,18.154,79.692,0.0,0.0,0.0,132542464.0,19742720.0,263294976.0,3598684160.0,2080.0,16987.0,0.0,0.0,0.0,0.0,1344.0,20947.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,50675.0,134616.0,4.0,0.0,9.0
29-08 08:43:21,15.361,18.373,66.265,0.0,0.0,0.0,130203648.0,19750912.0,263294976.0,3601014784.0,2112.0,16978.0,0.0,32768.0,0.0,4.0,1248.0,14803.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,53969.0,128717.0,5.0,0.0,14.0
29-08 08:43:22,5.215,17.178,77.607,0.0,0.0,0.0,132784128.0,19750912.0,263303168.0,3598426112.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1381.0,18951.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43534.0,126727.0,4.0,0.0,10.0
29-08 08:43:23,1.881,20.376,77.743,0.0,0.0,0.0,132751360.0,19750912.0,263303168.0,3598458880.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1436.0,19291.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,56439.0,140571.0,5.0,0.0,8.0
29-08 08:43:24,1.582,21.203,77.215,0.0,0.0,0.0,132784128.0,19750912.0,263303168.0,3598426112.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57899.0,142296.0,2.0,0.0,5.0
29-08 08:43:25,0.958,21.406,77.636,0.0,0.0,0.0,132751360.0,19750912.0,263303168.0,3598458880.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1351.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57863.0,142164.0,2.0,0.0,5.0
29-08 08:43:26,1.656,18.543,79.801,0.0,0.0,0.0,132771840.0,19759104.0,263307264.0,3598426112.0,2080.0,16985.0,0.0,32768.0,0.0,4.0,1415.0,20134.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57521.0,141142.0,5.0,0.0,5.0
29-08 08:43:27,2.115,24.773,73.112,0.0,0.0,0.0,132866048.0,19759104.0,263307264.0,3598331904.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1345.0,19927.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57672.0,141362.0,3.0,0.0,10.0
29-08 08:43:28,1.929,19.614,78.457,0.0,0.0,0.0,132898816.0,19759104.0,263307264.0,3598299136.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58028.0,142269.0,4.0,0.0,5.0
29-08 08:43:29,1.205,25.0,73.795,0.0,0.0,0.0,132894720.0,19759104.0,263311360.0,3598299136.0,2080.0,16989.0,0.0,8192.0,0.0,2.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58084.0,142166.0,4.0,0.0,5.0
29-08 08:43:30,0.690,16.897,82.414,0.0,0.0,0.0,132861952.0,19759104.0,263311360.0,3598331904.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57378.0,140309.0,3.0,0.0,5.0
29-08 08:43:31,7.508,19.219,73.273,0.0,0.0,0.0,132902912.0,19767296.0,263311360.0,3598282752.0,2080.0,16985.0,0.0,49152.0,0.0,4.0,1549.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,45221.0,119888.0,6.0,0.0,13.0
29-08 08:43:32,1.479,18.047,80.473,0.0,0.0,0.0,132870144.0,19767296.0,263311360.0,3598315520.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,41094.0,121954.0,2.0,0.0,5.0
29-08 08:43:33,11.834,22.189,65.680,0.0,0.0,0.296,133062656.0,19767296.0,263319552.0,3598114816.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1316.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,47458.0,130082.0,4.0,0.0,9.0
29-08 08:43:34,2.388,18.209,79.403,0.0,0.0,0.0,132755456.0,19767296.0,263319552.0,3598422016.0,2080.0,16982.0,0.0,188416.0,0.0,20.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,45558.0,129173.0,1.0,0.0,5.0
29-08 08:43:35,0.627,21.317,78.056,0.0,0.0,0.0,132800512.0,19767296.0,263323648.0,3598372864.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58578.0,143008.0,3.0,0.0,9.0
29-08 08:43:36,3.470,17.350,78.864,0.315,0.0,0.0,132513792.0,19775488.0,263327744.0,3598647296.0,2080.0,16982.0,0.0,57344.0,0.0,4.0,1188.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58456.0,142678.0,2.0,0.0,5.0
29-08 08:43:37,1.852,19.444,78.704,0.0,0.0,0.0,132796416.0,19775488.0,263327744.0,3598364672.0,2048.0,16987.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,50790.0,134124.0,3.0,0.0,10.0
29-08 08:43:38,1.497,18.263,80.240,0.0,0.0,0.0,132796416.0,19775488.0,263327744.0,3598364672.0,2048.0,16987.0,0.0,0.0,0.0,0.0,1248.0,19868.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43082.0,126746.0,5.0,0.0,5.0
29-08 08:43:39,1.977,17.797,80.226,0.0,0.0,0.0,133423104.0,19775488.0,263327744.0,3597737984.0,2080.0,16987.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,29284.0,112336.0,2.0,0.0,5.0
29-08 08:43:40,1.102,18.733,80.165,0.0,0.0,0.0,133148672.0,19775488.0,263327744.0,3598012416.0,2048.0,16983.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,29849.0,114392.0,1.0,0.0,0.0
29-08 08:43:41,8.157,15.408,76.435,0.0,0.0,0.0,133619712.0,19783680.0,263331840.0,3597529088.0,2048.0,16980.0,0.0,32768.0,0.0,4.0,1314.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43777.0,128222.0,1.0,0.0,13.0
29-08 08:43:42,1.458,16.910,81.633,0.0,0.0,0.0,133652480.0,19783680.0,263331840.0,3597496320.0,1984.0,16980.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44773.0,130480.0,4.0,0.0,5.0
29-08 08:43:43,2.601,17.052,80.347,0.0,0.0,0.0,133312512.0,19783680.0,263331840.0,3597836288.0,1920.0,16985.0,0.0,0.0,0.0,0.0,1502.0,19291.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44854.0,131185.0,1.0,0.0,8.0
29-08 08:43:44,11.337,18.023,70.640,0.0,0.0,0.0,133070848.0,19783680.0,263331840.0,3598077952.0,1824.0,16980.0,0.0,24576.0,0.0,2.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55790.0,144065.0,4.0,0.0,7.0
29-08 08:43:45,1.163,12.500,86.337,0.0,0.0,0.0,132980736.0,19783680.0,263340032.0,3598159872.0,1824.0,16980.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,47965.0,139845.0,2.0,0.0,5.0
29-08 08:43:46,2.830,16.352,80.818,0.0,0.0,0.0,132747264.0,19791872.0,263340032.0,3598385152.0,1760.0,16980.0,0.0,49152.0,0.0,4.0,1421.0,20092.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,59400.0,145463.0,8.0,0.0,7.0
29-08 08:43:47,4.913,23.988,71.098,0.0,0.0,0.0,133029888.0,19791872.0,263340032.0,3598102528.0,2080.0,16989.0,0.0,0.0,0.0,0.0,3546.0,21218.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,46349.0,129986.0,2.0,0.0,30.0
29-08 08:43:48,2.894,18.006,79.100,0.0,0.0,0.0,133275648.0,19791872.0,263344128.0,3597852672.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,57994.0,141784.0,2.0,0.0,5.0
29-08 08:43:49,1.320,16.172,82.508,0.0,0.0,0.0,133275648.0,19791872.0,263344128.0,3597852672.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1182.0,20249.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,58578.0,143312.0,3.0,0.0,5.0
29-08 08:43:50,3.715,18.576,77.709,0.0,0.0,0.0,133275648.0,19791872.0,263344128.0,3597852672.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1254.0,19403.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,58612.0,143362.0,4.0,0.0,5.0
29-08 08:43:51,8.772,20.468,70.760,0.0,0.0,0.0,133263360.0,19800064.0,263348224.0,3597852672.0,2080.0,16982.0,0.0,32768.0,0.0,4.0,1116.0,16733.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,44744.0,125501.0,5.0,0.0,13.0
29-08 08:43:52,0.855,22.507,76.638,0.0,0.0,0.0,133136384.0,19800064.0,263348224.0,3597979648.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43690.0,126088.0,1.0,0.0,5.0
29-08 08:43:53,1.159,21.159,77.681,0.0,0.0,0.0,133136384.0,19800064.0,263348224.0,3597979648.0,2080.0,16982.0,0.0,0.0,0.0,0.0,1314.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44135.0,126510.0,4.0,0.0,5.0
29-08 08:43:54,1.445,26.590,71.965,0.0,0.0,0.0,133132288.0,19800064.0,263352320.0,3597979648.0,2112.0,16982.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58639.0,143699.0,1.0,0.0,5.0
29-08 08:43:55,2.332,25.073,72.595,0.0,0.0,0.0,131555328.0,19808256.0,263348224.0,3599552512.0,2080.0,16964.0,0.0,32768.0,0.0,4.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58307.0,142461.0,3.0,0.0,5.0
29-08 08:43:56,11.079,22.449,66.472,0.0,0.0,0.0,133500928.0,19808256.0,263360512.0,3597594624.0,2080.0,16980.0,0.0,0.0,0.0,0.0,1188.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,47849.0,131714.0,4.0,0.0,7.0
29-08 08:43:57,2.319,23.188,74.493,0.0,0.0,0.0,133726208.0,19808256.0,263360512.0,3597369344.0,2112.0,16988.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,49816.0,134415.0,1.0,0.0,10.0
29-08 08:43:58,0.568,23.580,75.852,0.0,0.0,0.0,133754880.0,19808256.0,263364608.0,3597336576.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1248.0,19868.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43179.0,127757.0,0.0,0.0,5.0
29-08 08:43:59,2.041,20.117,77.843,0.0,0.0,0.0,134012928.0,19808256.0,263364608.0,3597078528.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43074.0,127394.0,4.0,0.0,5.0
29-08 08:44:00,1.401,24.930,73.669,0.0,0.0,0.0,133722112.0,19808256.0,263364608.0,3597369344.0,2080.0,16985.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42909.0,126666.0,1.0,0.0,5.0
29-08 08:44:01,13.084,25.234,58.567,3.115,0.0,0.0,132820992.0,20021248.0,267231232.0,3594190848.0,2144.0,17047.0,8019968.0,32768.0,164.0,4.0,2106.0,21082.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43538.0,120202.0,3.0,0.0,75.0
29-08 08:44:02,8.036,24.107,54.762,12.798,0.0,0.298,135303168.0,20131840.0,282128384.0,3576700928.0,2144.0,17116.0,30023680.0,0.0,776.0,0.0,1542.0,19849.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,36344.0,115365.0,3.0,0.0,27.0
29-08 08:44:03,18.976,28.916,51.205,0.904,0.0,0.0,138424320.0,20160512.0,282550272.0,3573129216.0,2144.0,17177.0,778240.0,0.0,110.0,0.0,2252.0,21072.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42070.0,123866.0,5.0,0.0,42.0
29-08 08:44:04,15.452,31.778,52.770,0.0,0.0,0.0,134623232.0,20168704.0,282591232.0,3576881152.0,2112.0,17193.0,98304.0,0.0,18.0,0.0,1782.0,20583.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,35948.0,116295.0,8.0,0.0,42.0
29-08 08:44:05,13.490,31.965,54.252,0.293,0.0,0.0,136847360.0,20168704.0,282697728.0,3574550528.0,2112.0,17205.0,49152.0,0.0,12.0,0.0,2034.0,22805.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,40506.0,121570.0,4.0,0.0,40.0
29-08 08:44:06,16.910,32.070,51.020,0.0,0.0,0.0,137211904.0,20176896.0,282787840.0,3574087680.0,2144.0,17217.0,49152.0,139264.0,12.0,4.0,1817.0,18701.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43738.0,125076.0,3.0,0.0,41.0
29-08 08:44:07,21.083,37.892,40.171,0.855,0.0,0.0,133640192.0,20328448.0,284139520.0,3576156160.0,2112.0,17233.0,2924544.0,40960.0,98.0,2.0,1939.0,21110.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43190.0,120332.0,2.0,0.0,83.0
29-08 08:44:08,0.915,17.988,81.098,0.0,0.0,0.0,130994176.0,20328448.0,284155904.0,3578785792.0,2048.0,17224.0,0.0,0.0,0.0,0.0,1344.0,18951.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43659.0,127913.0,2.0,0.0,9.0
29-08 08:44:09,1.852,16.667,81.481,0.0,0.0,0.0,131022848.0,20328448.0,284160000.0,3578753024.0,2048.0,17224.0,0.0,180224.0,0.0,22.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,46243.0,130483.0,4.0,0.0,5.0
29-08 08:44:10,2.128,22.188,75.684,0.0,0.0,0.0,130990080.0,20328448.0,284160000.0,3578785792.0,2048.0,17224.0,0.0,0.0,0.0,0.0,1447.0,19982.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58819.0,143992.0,3.0,0.0,9.0
29-08 08:44:11,7.962,16.242,75.796,0.0,0.0,0.0,130506752.0,20336640.0,284160000.0,3579260928.0,2048.0,17220.0,0.0,204800.0,0.0,4.0,1314.0,19760.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55260.0,130252.0,2.0,0.0,13.0
29-08 08:44:12,1.818,22.424,75.758,0.0,0.0,0.0,130482176.0,20336640.0,284160000.0,3579285504.0,2048.0,17220.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58723.0,143617.0,1.0,0.0,5.0
29-08 08:44:13,1.394,11.498,87.108,0.0,0.0,0.0,130519040.0,20336640.0,284164096.0,3579244544.0,2048.0,17220.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58634.0,143533.0,4.0,0.0,5.0
29-08 08:44:14,1.929,18.006,80.064,0.0,0.0,0.0,130490368.0,20336640.0,284168192.0,3579269120.0,2048.0,17220.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58669.0,143550.0,1.0,0.0,5.0
29-08 08:44:15,0.932,21.429,77.640,0.0,0.0,0.0,130748416.0,20336640.0,284168192.0,3579011072.0,2048.0,17220.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58846.0,143935.0,1.0,0.0,5.0
29-08 08:44:16,0.915,22.561,76.524,0.0,0.0,0.0,130490368.0,20344832.0,284160000.0,3579269120.0,2048.0,17222.0,0.0,32768.0,0.0,4.0,1254.0,20923.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58737.0,143484.0,4.0,0.0,3.0
29-08 08:44:17,2.147,19.939,77.914,0.0,0.0,0.0,130228224.0,20344832.0,284164096.0,3579527168.0,2080.0,17226.0,0.0,0.0,0.0,0.0,1408.0,18979.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,53409.0,137174.0,5.0,0.0,7.0
29-08 08:44:18,0.904,18.072,81.024,0.0,0.0,0.0,129970176.0,20344832.0,284164096.0,3579785216.0,2048.0,17223.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43636.0,126234.0,2.0,0.0,5.0
29-08 08:44:19,1.153,21.902,76.945,0.0,0.0,0.0,130027520.0,20344832.0,284172288.0,3579719680.0,2048.0,17223.0,0.0,729088.0,0.0,104.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43780.0,125887.0,5.0,0.0,5.0
29-08 08:44:20,1.977,22.034,75.989,0.0,0.0,0.0,130318336.0,20344832.0,284172288.0,3579428864.0,2048.0,17223.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43722.0,126161.0,1.0,0.0,5.0
29-08 08:44:21,8.176,15.409,76.415,0.0,0.0,0.0,130273280.0,20353024.0,284176384.0,3579461632.0,2048.0,17220.0,0.0,98304.0,0.0,4.0,1248.0,15768.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43806.0,126237.0,1.0,0.0,13.0
29-08 08:44:22,0.984,19.016,80.0,0.0,0.0,0.0,130433024.0,20353024.0,284176384.0,3579301888.0,2048.0,17220.0,0.0,0.0,0.0,0.0,1212.0,18885.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58109.0,142270.0,4.0,0.0,9.0
29-08 08:44:23,2.303,19.079,78.618,0.0,0.0,0.0,130400256.0,20353024.0,284176384.0,3579334656.0,2048.0,17224.0,0.0,0.0,0.0,0.0,1592.0,21443.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57764.0,141604.0,3.0,0.0,12.0
