"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-23-09-15-38-log.csv 1 360",,,,"Date:","23 Aug 2022 09:15:38 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
23-08 09:15:47,2.985,12.537,84.478,0.0,0.0,0.0,130383872.0,21004288.0,262782976.0,3600093184.0,1920.0,17070.0,0.0,0.0,0.0,0.0,1547.0,19127.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,45584.0,133646.0,2.0,0.0,5.0
23-08 09:15:48,1.709,13.105,85.185,0.0,0.0,0.0,130670592.0,21004288.0,262787072.0,3599802368.0,1888.0,17083.0,0.0,0.0,0.0,0.0,1345.0,21000.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,39994.0,130270.0,5.0,0.0,10.0
23-08 09:15:49,1.190,13.690,85.119,0.0,0.0,0.0,130547712.0,21012480.0,262787072.0,3599917056.0,1856.0,17083.0,0.0,24576.0,0.0,4.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,63878.0,156087.0,6.0,0.0,5.0
23-08 09:15:50,3.846,14.793,81.065,0.0,0.0,0.296,129855488.0,21012480.0,262787072.0,3600609280.0,1792.0,17079.0,0.0,0.0,0.0,0.0,3257.0,21036.0,9.0,11.0,0.0,1.0,1.0,181.0,18.0,12.0,0.0,0.0,62341.0,152742.0,5.0,0.0,26.0
23-08 09:15:51,8.163,23.324,68.513,0.0,0.0,0.0,131080192.0,21012480.0,262787072.0,3599384576.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1380.0,20923.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,42175.0,119886.0,4.0,0.0,14.0
23-08 09:15:52,1.180,19.174,79.646,0.0,0.0,0.0,130813952.0,21012480.0,262791168.0,3599646720.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43787.0,126297.0,2.0,0.0,5.0
23-08 09:15:53,0.888,19.231,79.882,0.0,0.0,0.0,130719744.0,21012480.0,262791168.0,3599740928.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43560.0,125714.0,7.0,0.0,5.0
23-08 09:15:54,2.160,14.815,83.025,0.0,0.0,0.0,130416640.0,21020672.0,262795264.0,3600031744.0,2176.0,17076.0,0.0,24576.0,0.0,4.0,1188.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43860.0,126466.0,5.0,0.0,5.0
23-08 09:15:55,1.690,22.535,75.775,0.0,0.0,0.0,130445312.0,21020672.0,262799360.0,3599998976.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1182.0,20249.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,43728.0,126111.0,2.0,0.0,5.0
23-08 09:15:56,1.220,16.463,82.317,0.0,0.0,0.0,130437120.0,21020672.0,262799360.0,3600007168.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1254.0,19403.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43871.0,126529.0,7.0,0.0,5.0
23-08 09:15:57,2.339,20.175,77.485,0.0,0.0,0.0,127967232.0,21020672.0,262799360.0,3602477056.0,2144.0,17057.0,0.0,81920.0,0.0,18.0,1272.0,18885.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43623.0,125179.0,3.0,0.0,9.0
23-08 09:15:58,6.287,21.557,72.156,0.0,0.0,0.0,130994176.0,21020672.0,262803456.0,3599446016.0,2112.0,17083.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44205.0,126323.0,4.0,0.0,12.0
23-08 09:15:59,1.355,23.035,75.610,0.0,0.0,0.0,130953216.0,21028864.0,262803456.0,3599478784.0,2144.0,17083.0,0.0,24576.0,0.0,4.0,1314.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,33758.0,116233.0,5.0,0.0,5.0
23-08 09:16:00,2.339,17.544,80.117,0.0,0.0,0.0,131248128.0,21028864.0,262807552.0,3599179776.0,2144.0,17087.0,0.0,0.0,0.0,0.0,1466.0,20411.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,33630.0,115717.0,2.0,0.0,12.0
23-08 09:16:01,8.480,19.006,72.515,0.0,0.0,0.0,131584000.0,21028864.0,262811648.0,3598839808.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1446.0,19962.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,39042.0,117538.0,4.0,0.0,13.0
23-08 09:16:02,2.439,21.341,76.220,0.0,0.0,0.0,131211264.0,21028864.0,262811648.0,3599212544.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58848.0,143186.0,5.0,0.0,5.0
23-08 09:16:03,1.258,19.811,78.931,0.0,0.0,0.0,131244032.0,21028864.0,262811648.0,3599179776.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1483.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58829.0,143185.0,4.0,0.0,5.0
23-08 09:16:04,2.071,23.669,73.964,0.296,0.0,0.0,131231744.0,21037056.0,262815744.0,3599179776.0,2144.0,17083.0,0.0,24576.0,0.0,4.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58765.0,142992.0,2.0,0.0,5.0
23-08 09:16:05,1.282,18.269,80.449,0.0,0.0,0.0,131231744.0,21037056.0,262815744.0,3599179776.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1417.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58747.0,143003.0,1.0,0.0,5.0
23-08 09:16:06,2.752,20.795,76.453,0.0,0.0,0.0,131354624.0,21037056.0,262815744.0,3599056896.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1254.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58727.0,142949.0,2.0,0.0,5.0
23-08 09:16:07,2.208,18.927,78.864,0.0,0.0,0.0,131362816.0,21037056.0,262815744.0,3599048704.0,2144.0,17083.0,0.0,24576.0,0.0,4.0,1481.0,20158.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58731.0,142966.0,1.0,0.0,5.0
23-08 09:16:08,2.065,20.944,76.991,0.0,0.0,0.0,131330048.0,21037056.0,262815744.0,3599081472.0,2176.0,17088.0,0.0,0.0,0.0,0.0,1454.0,19993.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46184.0,129584.0,5.0,0.0,10.0
23-08 09:16:09,6.534,24.432,69.034,0.0,0.0,0.0,131088384.0,21045248.0,262823936.0,3599306752.0,2144.0,17085.0,0.0,40960.0,0.0,4.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43026.0,126854.0,4.0,0.0,7.0
23-08 09:16:10,2.413,24.129,73.458,0.0,0.0,0.0,131055616.0,21045248.0,262823936.0,3599339520.0,2144.0,17085.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,37247.0,120635.0,4.0,0.0,5.0
23-08 09:16:11,6.077,24.309,69.613,0.0,0.0,0.0,131190784.0,21045248.0,262828032.0,3599200256.0,2208.0,17082.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,33812.0,115328.0,3.0,0.0,13.0
23-08 09:16:12,1.613,25.0,73.387,0.0,0.0,0.0,130920448.0,21045248.0,262828032.0,3599470592.0,2176.0,17082.0,0.0,122880.0,0.0,4.0,1291.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,38439.0,122157.0,5.0,0.0,5.0
23-08 09:16:13,1.852,24.603,73.545,0.0,0.0,0.0,130916352.0,21045248.0,262832128.0,3599470592.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,34116.0,117421.0,3.0,0.0,5.0
23-08 09:16:14,2.381,26.984,70.635,0.0,0.0,0.0,130936832.0,21053440.0,262836224.0,3599437824.0,2176.0,17082.0,0.0,49152.0,0.0,4.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43645.0,127547.0,5.0,0.0,5.0
23-08 09:16:15,1.685,23.596,74.719,0.0,0.0,0.0,130904064.0,21053440.0,262836224.0,3599470592.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1272.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43597.0,127499.0,5.0,0.0,9.0
23-08 09:16:16,1.130,23.446,75.424,0.0,0.0,0.0,130936832.0,21053440.0,262836224.0,3599437824.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43594.0,127413.0,5.0,0.0,5.0
23-08 09:16:17,2.083,19.345,78.571,0.0,0.0,0.0,130904064.0,21053440.0,262836224.0,3599470592.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1594.0,18979.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47365.0,131486.0,2.0,0.0,5.0
23-08 09:16:18,2.907,25.581,71.512,0.0,0.0,0.0,130932736.0,21053440.0,262840320.0,3599437824.0,2144.0,17087.0,0.0,0.0,0.0,0.0,1212.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58407.0,142929.0,2.0,0.0,14.0
23-08 09:16:19,4.749,25.698,69.553,0.0,0.0,0.0,130891776.0,21061632.0,262840320.0,3599470592.0,2144.0,17087.0,0.0,24576.0,0.0,4.0,1314.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58692.0,143468.0,3.0,0.0,5.0
23-08 09:16:20,9.222,25.648,65.130,0.0,0.0,0.0,130797568.0,21061632.0,262840320.0,3599564800.0,2144.0,17086.0,0.0,0.0,0.0,0.0,1376.0,20745.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53375.0,136897.0,2.0,0.0,10.0
23-08 09:16:21,8.215,22.946,68.839,0.0,0.0,0.0,131645440.0,21061632.0,262840320.0,3598716928.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1308.0,17449.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,41583.0,119935.0,2.0,0.0,13.0
23-08 09:16:22,1.887,20.126,77.987,0.0,0.0,0.0,131559424.0,21061632.0,262844416.0,3598798848.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1254.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57681.0,142936.0,4.0,0.0,5.0
23-08 09:16:23,1.548,16.718,81.734,0.0,0.0,0.0,131629056.0,21061632.0,262848512.0,3598725120.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44035.0,127108.0,4.0,0.0,5.0
23-08 09:16:24,1.592,18.471,79.936,0.0,0.0,0.0,131653632.0,21069824.0,262848512.0,3598692352.0,2176.0,17083.0,0.0,24576.0,0.0,4.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58835.0,143757.0,4.0,0.0,4.0
23-08 09:16:25,0.980,16.993,82.026,0.0,0.0,0.0,131510272.0,21069824.0,262852608.0,3598831616.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,59013.0,144131.0,4.0,0.0,1.0
23-08 09:16:26,1.974,15.789,82.237,0.0,0.0,0.0,131543040.0,21069824.0,262852608.0,3598798848.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1320.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58778.0,143684.0,4.0,0.0,5.0
23-08 09:16:27,1.639,16.393,81.967,0.0,0.0,0.0,131510272.0,21069824.0,262852608.0,3598831616.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1481.0,19127.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58646.0,143184.0,3.0,0.0,5.0
23-08 09:16:28,1.661,16.279,82.060,0.0,0.0,0.0,131280896.0,21069824.0,262856704.0,3599056896.0,2208.0,17090.0,0.0,0.0,0.0,0.0,1285.0,20958.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58473.0,142949.0,3.0,0.0,10.0
23-08 09:16:29,2.769,20.308,76.923,0.0,0.0,0.0,131239936.0,21078016.0,262856704.0,3599089664.0,2176.0,17087.0,0.0,24576.0,0.0,4.0,1272.0,18885.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58824.0,143703.0,5.0,0.0,9.0
23-08 09:16:30,1.954,16.612,81.433,0.0,0.0,0.0,131014656.0,21078016.0,262856704.0,3599314944.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58871.0,143889.0,4.0,0.0,5.0
23-08 09:16:31,14.642,18.380,66.978,0.0,0.0,0.0,129134592.0,21078016.0,262856704.0,3601195008.0,2144.0,17065.0,0.0,0.0,0.0,0.0,1134.0,14803.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,12.0,0.0,0.0,51927.0,130473.0,4.0,0.0,17.0
23-08 09:16:32,3.727,17.391,78.882,0.0,0.0,0.0,130777088.0,21078016.0,262868992.0,3599540224.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1446.0,20899.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43042.0,126259.0,5.0,0.0,7.0
23-08 09:16:33,2.071,19.527,78.402,0.0,0.0,0.0,131035136.0,21078016.0,262868992.0,3599282176.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1351.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43655.0,127265.0,1.0,0.0,6.0
23-08 09:16:34,1.130,20.339,78.531,0.0,0.0,0.0,131035136.0,21086208.0,262868992.0,3599273984.0,2144.0,17082.0,0.0,24576.0,0.0,4.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,31512.0,112550.0,5.0,0.0,5.0
23-08 09:16:35,2.128,15.198,82.675,0.0,0.0,0.0,131063808.0,21086208.0,262873088.0,3599241216.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40380.0,122749.0,5.0,0.0,9.0
23-08 09:16:36,1.729,17.003,81.268,0.0,0.0,0.0,130772992.0,21086208.0,262873088.0,3599532032.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,32442.0,114253.0,4.0,0.0,5.0
23-08 09:16:37,2.725,19.074,77.929,0.0,0.0,0.272,131063808.0,21086208.0,262873088.0,3599241216.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28733.0,110073.0,4.0,0.0,5.0
23-08 09:16:38,1.840,16.564,81.595,0.0,0.0,0.0,131059712.0,21086208.0,262877184.0,3599241216.0,2144.0,17087.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,38238.0,119105.0,1.0,0.0,10.0
23-08 09:16:39,2.319,17.391,80.290,0.0,0.0,0.0,131051520.0,21094400.0,262877184.0,3599241216.0,2176.0,17087.0,0.0,24576.0,0.0,4.0,1314.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,33224.0,113691.0,4.0,0.0,5.0
23-08 09:16:40,1.977,18.644,79.379,0.0,0.0,0.0,130793472.0,21094400.0,262877184.0,3599499264.0,2176.0,17089.0,0.0,0.0,0.0,0.0,1376.0,19291.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28863.0,109476.0,0.0,0.0,8.0
23-08 09:16:41,9.226,17.857,72.917,0.0,0.0,0.0,131293184.0,21094400.0,262877184.0,3598999552.0,2112.0,17081.0,0.0,0.0,0.0,0.0,1380.0,19826.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,12.0,0.0,0.0,52526.0,133373.0,1.0,0.0,13.0
23-08 09:16:42,1.258,16.038,82.704,0.0,0.0,0.0,131297280.0,21094400.0,262881280.0,3598991360.0,2048.0,17081.0,0.0,139264.0,0.0,14.0,1254.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,60562.0,147370.0,2.0,0.0,5.0
23-08 09:16:43,6.991,18.237,74.772,0.0,0.0,0.0,131313664.0,21094400.0,262881280.0,3598974976.0,1984.0,17078.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48725.0,133432.0,0.0,0.0,7.0
23-08 09:16:44,1.146,15.759,82.808,0.287,0.0,0.0,131256320.0,21102592.0,262881280.0,3599024128.0,1952.0,17078.0,0.0,49152.0,0.0,4.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46482.0,135292.0,2.0,0.0,5.0
23-08 09:16:45,0.845,15.775,83.380,0.0,0.0,0.0,131203072.0,21102592.0,262885376.0,3599073280.0,1920.0,17078.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47408.0,138100.0,4.0,0.0,5.0
23-08 09:16:46,1.462,11.111,87.135,0.0,0.0,0.292,131166208.0,21102592.0,262889472.0,3599106048.0,1888.0,17078.0,0.0,0.0,0.0,0.0,1254.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47608.0,138739.0,0.0,0.0,5.0
23-08 09:16:47,3.216,14.912,81.871,0.0,0.0,0.0,131776512.0,21102592.0,262889472.0,3598495744.0,1792.0,17077.0,0.0,49152.0,0.0,6.0,3286.0,20206.0,9.0,12.0,0.0,1.0,0.0,181.0,18.0,12.0,0.0,0.0,46401.0,135847.0,4.0,0.0,23.0
23-08 09:16:48,1.572,21.698,76.730,0.0,0.0,0.0,131043328.0,21102592.0,262893568.0,3599224832.0,2144.0,17085.0,0.0,0.0,0.0,0.0,1933.0,20127.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,56310.0,141013.0,2.0,0.0,14.0
23-08 09:16:49,2.096,23.054,74.850,0.0,0.0,0.0,131252224.0,21110784.0,262893568.0,3599007744.0,2144.0,17085.0,0.0,40960.0,0.0,4.0,1182.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58224.0,143765.0,2.0,0.0,5.0
23-08 09:16:50,2.857,17.778,79.365,0.0,0.0,0.0,131026944.0,21110784.0,262893568.0,3599233024.0,2176.0,17085.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58189.0,143763.0,6.0,0.0,5.0
23-08 09:16:51,8.766,16.883,74.351,0.0,0.0,0.0,131563520.0,21110784.0,262897664.0,3598692352.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1248.0,18729.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,53873.0,134943.0,2.0,0.0,13.0
23-08 09:16:52,0.943,20.126,78.931,0.0,0.0,0.0,131551232.0,21110784.0,262901760.0,3598700544.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1254.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58251.0,143945.0,3.0,0.0,5.0
23-08 09:16:53,0.935,20.872,77.882,0.0,0.0,0.312,131551232.0,21110784.0,262901760.0,3598700544.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58154.0,143634.0,3.0,0.0,5.0
23-08 09:16:54,7.038,24.633,68.035,0.0,0.0,0.293,131674112.0,21118976.0,262909952.0,3598561280.0,2144.0,17080.0,0.0,24576.0,0.0,4.0,1182.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52125.0,136683.0,2.0,0.0,7.0
23-08 09:16:55,2.134,19.207,78.659,0.0,0.0,0.0,131399680.0,21118976.0,262909952.0,3598835712.0,2144.0,17080.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,45973.0,129626.0,3.0,0.0,5.0
23-08 09:16:56,1.917,19.169,78.275,0.0,0.0,0.639,131375104.0,21118976.0,262909952.0,3598860288.0,2144.0,17080.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58065.0,142502.0,2.0,0.0,5.0
23-08 09:16:57,1.923,19.872,78.205,0.0,0.0,0.0,131407872.0,21118976.0,262909952.0,3598827520.0,2144.0,17080.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58049.0,142445.0,1.0,0.0,5.0
23-08 09:16:58,2.744,22.561,74.695,0.0,0.0,0.0,131371008.0,21118976.0,262914048.0,3598860288.0,2176.0,17085.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54377.0,138265.0,4.0,0.0,10.0
23-08 09:16:59,2.609,21.739,75.072,0.0,0.0,0.580,131395584.0,21127168.0,262914048.0,3598827520.0,2176.0,17085.0,0.0,24576.0,0.0,4.0,1248.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46911.0,130480.0,2.0,0.0,5.0
23-08 09:17:00,3.205,20.192,76.603,0.0,0.0,0.0,131104768.0,21127168.0,262914048.0,3599118336.0,2176.0,17089.0,0.0,0.0,0.0,0.0,1376.0,20321.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57992.0,142397.0,4.0,0.0,8.0
23-08 09:17:01,7.784,22.754,69.162,0.0,0.0,0.299,131502080.0,21127168.0,262914048.0,3598721024.0,2176.0,17090.0,0.0,0.0,0.0,0.0,1140.0,15792.0,9.0,11.0,0.0,1.0,0.0,185.0,17.0,12.0,0.0,0.0,54439.0,134493.0,3.0,0.0,20.0
