"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-23-09-05-12-log.csv 1 360",,,,"Date:","23 Aug 2022 09:05:12 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
23-08 09:05:26,0.955,19.427,79.618,0.0,0.0,0.0,131862528.0,20856832.0,262787072.0,3598757888.0,2176.0,17085.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58797.0,143549.0,3.0,0.0,5.0
23-08 09:05:27,2.181,19.938,77.882,0.0,0.0,0.0,131895296.0,20856832.0,262787072.0,3598725120.0,2176.0,17085.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58865.0,143732.0,7.0,0.0,5.0
23-08 09:05:28,7.599,21.884,70.517,0.0,0.0,0.0,131858432.0,20865024.0,262791168.0,3598749696.0,2144.0,17082.0,0.0,40960.0,0.0,4.0,1248.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52417.0,136042.0,3.0,0.0,7.0
23-08 09:05:29,0.606,17.879,81.515,0.0,0.0,0.0,132145152.0,20865024.0,262795264.0,3598458880.0,2144.0,17082.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43678.0,127248.0,6.0,0.0,5.0
23-08 09:05:30,3.519,22.581,73.900,0.0,0.0,0.0,132145152.0,20865024.0,262795264.0,3598458880.0,2144.0,17090.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53530.0,137396.0,4.0,0.0,10.0
23-08 09:05:31,0.958,21.086,77.955,0.0,0.0,0.0,132177920.0,20865024.0,262795264.0,3598426112.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58707.0,142756.0,3.0,0.0,5.0
23-08 09:05:32,1.246,22.741,76.012,0.0,0.0,0.0,131915776.0,20865024.0,262799360.0,3598684160.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1254.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58194.0,142625.0,3.0,0.0,5.0
23-08 09:05:33,3.012,19.880,77.108,0.0,0.0,0.0,131874816.0,20873216.0,262799360.0,3598716928.0,2176.0,17087.0,0.0,24576.0,0.0,4.0,1314.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48718.0,132202.0,4.0,0.0,5.0
23-08 09:05:34,9.827,21.965,68.208,0.0,0.0,0.0,131870720.0,20873216.0,262803456.0,3598716928.0,2208.0,17084.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42283.0,122316.0,5.0,0.0,13.0
23-08 09:05:35,2.564,21.083,76.353,0.0,0.0,0.0,131608576.0,20873216.0,262807552.0,3598974976.0,2176.0,17084.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43991.0,126744.0,1.0,0.0,9.0
23-08 09:05:36,2.035,18.314,79.651,0.0,0.0,0.0,131391488.0,20873216.0,262807552.0,3599192064.0,2144.0,17080.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44630.0,127999.0,3.0,0.0,5.0
23-08 09:05:37,1.143,16.857,82.0,0.0,0.0,0.0,131633152.0,20873216.0,262807552.0,3598950400.0,2144.0,17080.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,36453.0,120106.0,7.0,0.0,5.0
23-08 09:05:38,0.867,15.318,83.815,0.0,0.0,0.0,131473408.0,20881408.0,262807552.0,3599101952.0,2080.0,17080.0,0.0,24576.0,0.0,4.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,34173.0,118353.0,3.0,0.0,5.0
23-08 09:05:39,8.050,14.241,77.709,0.0,0.0,0.0,129699840.0,20881408.0,262815744.0,3600867328.0,1952.0,17077.0,0.0,0.0,0.0,0.0,1502.0,21353.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52048.0,138561.0,5.0,0.0,10.0
23-08 09:05:40,2.817,17.465,79.437,0.0,0.0,0.282,131235840.0,20881408.0,262815744.0,3599331328.0,1920.0,17085.0,0.0,0.0,0.0,0.0,1355.0,19061.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46769.0,137043.0,4.0,0.0,9.0
23-08 09:05:41,1.187,14.837,83.976,0.0,0.0,0.0,130928640.0,20881408.0,262815744.0,3599638528.0,1856.0,17084.0,0.0,0.0,0.0,0.0,1580.0,19028.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,51030.0,141036.0,2.0,0.0,6.0
23-08 09:05:42,3.670,22.324,74.006,0.0,0.0,0.0,131309568.0,20881408.0,262819840.0,3599253504.0,1824.0,17083.0,0.0,0.0,0.0,0.0,1406.0,19990.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,13.0,0.0,0.0,58040.0,142777.0,2.0,0.0,23.0
23-08 09:05:43,2.374,21.958,75.371,0.297,0.0,0.0,131698688.0,20889600.0,262819840.0,3598856192.0,2144.0,17080.0,0.0,24576.0,0.0,4.0,3417.0,21973.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,59202.0,146111.0,5.0,0.0,9.0
23-08 09:05:44,9.206,18.413,72.381,0.0,0.0,0.0,132063232.0,20889600.0,262819840.0,3598491648.0,2176.0,17076.0,0.0,0.0,0.0,0.0,1188.0,18861.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,54228.0,131431.0,7.0,0.0,13.0
23-08 09:05:45,0.327,19.608,80.065,0.0,0.0,0.0,132005888.0,20889600.0,262823936.0,3598544896.0,2144.0,17076.0,0.0,114688.0,0.0,4.0,1248.0,20857.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58071.0,142666.0,3.0,0.0,5.0
23-08 09:05:46,0.625,22.500,76.562,0.0,0.0,0.312,131903488.0,20889600.0,262823936.0,3598647296.0,2144.0,17076.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57965.0,142401.0,6.0,0.0,5.0
23-08 09:05:47,1.299,19.481,79.221,0.0,0.0,0.0,131874816.0,20889600.0,262828032.0,3598671872.0,2144.0,17076.0,0.0,0.0,0.0,0.0,1308.0,18837.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58059.0,142323.0,5.0,0.0,5.0
23-08 09:05:48,1.987,16.556,81.126,0.0,0.0,0.331,131842048.0,20897792.0,262819840.0,3598704640.0,2144.0,17076.0,0.0,49152.0,0.0,4.0,1122.0,19826.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,58092.0,142458.0,5.0,0.0,5.0
23-08 09:05:49,1.613,20.323,77.419,0.0,0.0,0.645,131862528.0,20897792.0,262832128.0,3598671872.0,2144.0,17076.0,0.0,0.0,0.0,0.0,1338.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57500.0,141190.0,2.0,0.0,9.0
23-08 09:05:50,1.948,18.831,78.896,0.0,0.0,0.325,131829760.0,20897792.0,262832128.0,3598704640.0,2144.0,17076.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57426.0,141997.0,1.0,0.0,5.0
23-08 09:05:51,7.599,24.620,67.781,0.0,0.0,0.0,132108288.0,20897792.0,262836224.0,3598422016.0,2112.0,17083.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,56581.0,141516.0,2.0,0.0,12.0
23-08 09:05:52,2.516,19.811,77.044,0.0,0.0,0.629,131805184.0,20897792.0,262836224.0,3598725120.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1322.0,18927.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57655.0,142277.0,4.0,0.0,5.0
23-08 09:05:53,1.290,21.613,76.774,0.0,0.0,0.323,131719168.0,20905984.0,262828032.0,3598811136.0,2144.0,17083.0,0.0,24576.0,0.0,4.0,1404.0,21013.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,56845.0,140108.0,2.0,0.0,9.0
23-08 09:05:54,7.716,21.914,69.753,0.0,0.0,0.617,132591616.0,20905984.0,262836224.0,3597930496.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1188.0,18729.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,12.0,0.0,0.0,53622.0,133845.0,3.0,0.0,13.0
23-08 09:05:55,2.167,20.433,77.399,0.0,0.0,0.0,132333568.0,20905984.0,262836224.0,3598188544.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1314.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58349.0,144029.0,5.0,0.0,5.0
23-08 09:05:56,2.013,15.772,81.879,0.0,0.0,0.336,132222976.0,20905984.0,262840320.0,3598295040.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1256.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57637.0,142154.0,7.0,0.0,0.0
23-08 09:05:57,0.958,21.725,77.316,0.0,0.0,0.0,131960832.0,20905984.0,262844416.0,3598553088.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1308.0,19868.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57109.0,140932.0,1.0,0.0,5.0
23-08 09:05:58,0.904,20.181,78.916,0.0,0.0,0.0,132087808.0,20905984.0,262844416.0,3598426112.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43351.0,127104.0,4.0,0.0,5.0
23-08 09:05:59,3.012,18.675,77.711,0.0,0.0,0.602,131817472.0,20914176.0,262840320.0,3598692352.0,2176.0,17087.0,0.0,24576.0,0.0,4.0,1436.0,19291.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42814.0,126082.0,3.0,0.0,8.0
23-08 09:06:00,0.285,23.647,76.068,0.0,0.0,0.0,131850240.0,20914176.0,262848512.0,3598651392.0,2176.0,17085.0,0.0,49152.0,0.0,10.0,1489.0,20158.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43343.0,127510.0,2.0,0.0,5.0
23-08 09:06:01,1.187,20.178,78.338,0.0,0.0,0.297,132116480.0,20914176.0,262848512.0,3598385152.0,2176.0,17089.0,0.0,0.0,0.0,0.0,1345.0,19927.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43392.0,125430.0,5.0,0.0,10.0
23-08 09:06:02,7.514,21.387,71.098,0.0,0.0,0.0,132100096.0,20914176.0,262856704.0,3598393344.0,2176.0,17086.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40508.0,123664.0,6.0,0.0,7.0
23-08 09:06:03,3.067,16.564,80.368,0.0,0.0,0.0,132108288.0,20914176.0,262856704.0,3598385152.0,2176.0,17086.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48001.0,132964.0,4.0,0.0,5.0
23-08 09:06:04,9.904,16.294,73.802,0.0,0.0,0.0,132698112.0,20922368.0,262856704.0,3597787136.0,2176.0,17082.0,0.0,40960.0,0.0,4.0,1386.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54674.0,135098.0,4.0,0.0,13.0
23-08 09:06:05,2.174,20.186,77.640,0.0,0.0,0.0,132616192.0,20922368.0,262856704.0,3597869056.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1417.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58863.0,143945.0,3.0,0.0,5.0
23-08 09:06:06,1.846,21.231,76.923,0.0,0.0,0.0,132608000.0,20922368.0,262864896.0,3597869056.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58713.0,143581.0,4.0,0.0,5.0
23-08 09:06:07,1.582,18.671,79.430,0.0,0.0,0.316,132608000.0,20922368.0,262864896.0,3597869056.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58646.0,143554.0,4.0,0.0,5.0
23-08 09:06:08,0.311,22.050,77.640,0.0,0.0,0.0,132734976.0,20922368.0,262864896.0,3597742080.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58692.0,143624.0,4.0,0.0,5.0
23-08 09:06:09,1.911,18.153,79.618,0.318,0.0,0.0,132689920.0,20930560.0,262868992.0,3597774848.0,2176.0,17082.0,0.0,24576.0,0.0,4.0,1248.0,20947.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58804.0,143819.0,4.0,0.0,5.0
23-08 09:06:10,1.780,24.036,74.184,0.0,0.0,0.0,132722688.0,20930560.0,262868992.0,3597742080.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1348.0,18979.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58795.0,143833.0,3.0,0.0,5.0
23-08 09:06:11,0.882,21.471,77.647,0.0,0.0,0.0,132456448.0,20930560.0,262868992.0,3598008320.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1242.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44997.0,127432.0,3.0,0.0,10.0
23-08 09:06:12,1.127,23.099,75.775,0.0,0.0,0.0,132456448.0,20930560.0,262868992.0,3598008320.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1440.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43619.0,125858.0,3.0,0.0,5.0
23-08 09:06:13,5.831,22.449,71.720,0.0,0.0,0.0,132812800.0,20930560.0,262873088.0,3597647872.0,2176.0,17080.0,0.0,0.0,0.0,0.0,1507.0,17986.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43127.0,125058.0,1.0,0.0,11.0
23-08 09:06:14,7.289,20.991,71.720,0.0,0.0,0.0,132931584.0,20938752.0,262873088.0,3597520896.0,2176.0,17082.0,0.0,24576.0,0.0,4.0,1056.0,16733.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40955.0,120184.0,5.0,0.0,13.0
23-08 09:06:15,1.622,21.892,76.486,0.0,0.0,0.0,132861952.0,20938752.0,262877184.0,3597586432.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1338.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,29492.0,112114.0,6.0,0.0,9.0
23-08 09:06:16,2.116,22.751,75.132,0.0,0.0,0.0,132562944.0,20938752.0,262877184.0,3597885440.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1214.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,29113.0,111565.0,7.0,0.0,5.0
23-08 09:06:17,1.404,21.067,77.528,0.0,0.0,0.0,132562944.0,20938752.0,262877184.0,3597885440.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1635.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,36833.0,119206.0,5.0,0.0,5.0
23-08 09:06:18,2.273,21.591,76.136,0.0,0.0,0.0,132595712.0,20938752.0,262877184.0,3597852672.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1274.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43764.0,126472.0,4.0,0.0,5.0
23-08 09:06:19,3.662,20.282,76.056,0.0,0.0,0.0,132550656.0,20946944.0,262881280.0,3597885440.0,2176.0,17087.0,0.0,24576.0,0.0,4.0,1436.0,19290.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,36845.0,119507.0,4.0,0.0,8.0
23-08 09:06:20,1.600,22.933,75.467,0.0,0.0,0.0,132612096.0,20946944.0,262885376.0,3597819904.0,2176.0,17085.0,0.0,147456.0,0.0,8.0,1421.0,21123.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,29168.0,111598.0,3.0,0.0,5.0
23-08 09:06:21,2.703,21.622,75.676,0.0,0.0,0.0,132169728.0,20946944.0,262885376.0,3598262272.0,2176.0,17089.0,0.0,0.0,0.0,0.0,1501.0,19052.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28691.0,109848.0,5.0,0.0,14.0
23-08 09:06:22,2.174,22.011,75.815,0.0,0.0,0.0,132349952.0,20946944.0,262889472.0,3598077952.0,2208.0,17089.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,35009.0,117057.0,1.0,0.0,5.0
23-08 09:06:23,1.681,23.529,74.790,0.0,0.0,0.0,132349952.0,20946944.0,262889472.0,3598077952.0,2208.0,17089.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43893.0,126699.0,2.0,0.0,5.0
23-08 09:06:24,7.965,20.354,71.386,0.0,0.0,0.295,132165632.0,20955136.0,262889472.0,3598254080.0,2208.0,17085.0,0.0,49152.0,0.0,4.0,1254.0,18795.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,12.0,0.0,0.0,44392.0,122859.0,4.0,0.0,13.0
23-08 09:06:25,7.123,25.071,67.806,0.0,0.0,0.0,132038656.0,20955136.0,262901760.0,3598368768.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1404.0,18955.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46276.0,129770.0,4.0,0.0,11.0
23-08 09:06:26,2.121,16.970,80.909,0.0,0.0,0.0,132071424.0,20955136.0,262901760.0,3598336000.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43549.0,127506.0,1.0,0.0,5.0
23-08 09:06:27,3.257,16.612,80.130,0.0,0.0,0.0,132071424.0,20955136.0,262901760.0,3598336000.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57259.0,142584.0,4.0,0.0,7.0
23-08 09:06:28,1.258,20.440,78.302,0.0,0.0,0.0,131805184.0,20955136.0,262901760.0,3598602240.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58214.0,143650.0,4.0,0.0,9.0
23-08 09:06:29,1.286,18.650,80.064,0.0,0.0,0.0,131801088.0,20963328.0,262897664.0,3598602240.0,2176.0,17082.0,0.0,24576.0,0.0,4.0,1314.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58147.0,143474.0,3.0,0.0,5.0
23-08 09:06:30,1.923,17.949,80.128,0.0,0.0,0.0,131792896.0,20963328.0,262905856.0,3598602240.0,2176.0,17082.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58097.0,143421.0,5.0,0.0,5.0
23-08 09:06:31,1.246,18.692,80.062,0.0,0.0,0.0,132050944.0,20963328.0,262905856.0,3598344192.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,45254.0,128960.0,2.0,0.0,10.0
23-08 09:06:32,2.181,21.807,76.012,0.0,0.0,0.0,132308992.0,20963328.0,262905856.0,3598086144.0,2176.0,17087.0,0.0,0.0,0.0,0.0,1320.0,20923.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57336.0,142046.0,4.0,0.0,5.0
23-08 09:06:33,1.869,15.888,82.243,0.0,0.0,0.0,132337664.0,20963328.0,262909952.0,3598053376.0,2144.0,17083.0,0.0,0.0,0.0,0.0,1248.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,50350.0,136175.0,5.0,0.0,5.0
23-08 09:06:34,8.772,16.374,74.561,0.292,0.0,0.0,132300800.0,20971520.0,262901760.0,3598090240.0,2080.0,17080.0,0.0,24576.0,0.0,4.0,1122.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,39500.0,119530.0,3.0,0.0,13.0
23-08 09:06:35,0.604,22.054,77.039,0.0,0.0,0.302,132190208.0,20971520.0,262909952.0,3598192640.0,2048.0,17080.0,0.0,40960.0,0.0,6.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,59519.0,145313.0,1.0,0.0,4.0
