"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-21-15-27-08-log.csv 1 360",,,,"Date:","21 Aug 2022 15:27:08 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
21-08 15:27:17,2.540,20.317,77.143,0.0,0.0,0.0,132587520.0,22077440.0,263127040.0,3596472320.0,2176.0,15360.0,0.0,0.0,0.0,0.0,1344.0,19982.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57534.0,141793.0,2.0,0.0,5.0
21-08 15:27:18,8.157,22.659,69.184,0.0,0.0,0.0,132456448.0,22077440.0,263131136.0,3596599296.0,2176.0,15356.0,0.0,0.0,0.0,0.0,1314.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53962.0,131966.0,3.0,0.0,13.0
21-08 15:27:19,2.736,17.933,79.331,0.0,0.0,0.0,132284416.0,22085632.0,263131136.0,3596763136.0,2176.0,15364.0,0.0,24576.0,0.0,4.0,1344.0,20947.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46417.0,130654.0,4.0,0.0,10.0
21-08 15:27:20,1.282,12.500,86.218,0.0,0.0,0.0,132317184.0,22085632.0,263131136.0,3596730368.0,2176.0,15361.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43788.0,127975.0,5.0,0.0,5.0
21-08 15:27:21,0.888,19.822,79.290,0.0,0.0,0.0,132444160.0,22085632.0,263131136.0,3596603392.0,2176.0,15361.0,0.0,0.0,0.0,0.0,1188.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43810.0,127670.0,3.0,0.0,5.0
21-08 15:27:22,1.231,16.0,82.769,0.0,0.0,0.0,132407296.0,22085632.0,263135232.0,3596636160.0,2176.0,15361.0,0.0,139264.0,0.0,32.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43850.0,127682.0,3.0,0.0,5.0
21-08 15:27:23,1.538,15.692,82.769,0.0,0.0,0.0,132440064.0,22085632.0,263135232.0,3596603392.0,2176.0,15361.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43846.0,127874.0,6.0,0.0,5.0
21-08 15:27:24,0.613,16.564,82.209,0.307,0.0,0.307,132521984.0,22093824.0,263139328.0,3596509184.0,2176.0,15361.0,0.0,24576.0,0.0,4.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43788.0,127803.0,6.0,0.0,5.0
21-08 15:27:25,0.943,15.094,83.962,0.0,0.0,0.0,132550656.0,22093824.0,263143424.0,3596476416.0,2176.0,15361.0,0.0,0.0,0.0,0.0,1314.0,19934.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43920.0,127948.0,5.0,0.0,5.0
21-08 15:27:26,9.062,15.625,75.312,0.0,0.0,0.0,132907008.0,22093824.0,263143424.0,3596120064.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,45367.0,129293.0,3.0,0.0,7.0
21-08 15:27:27,2.849,21.937,75.214,0.0,0.0,0.0,132681728.0,22093824.0,263143424.0,3596345344.0,2176.0,15359.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42858.0,126671.0,3.0,0.0,5.0
21-08 15:27:28,11.594,22.319,66.087,0.0,0.0,0.0,133357568.0,22093824.0,263143424.0,3595669504.0,2208.0,15361.0,0.0,0.0,0.0,0.0,1040.0,14000.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42016.0,120385.0,3.0,0.0,16.0
21-08 15:27:29,2.492,20.249,76.947,0.0,0.0,0.312,132763648.0,22102016.0,263147520.0,3596251136.0,2144.0,15363.0,0.0,24576.0,0.0,4.0,1452.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58076.0,143066.0,2.0,0.0,10.0
21-08 15:27:30,1.558,22.430,76.012,0.0,0.0,0.0,132534272.0,22102016.0,263151616.0,3596476416.0,2144.0,15363.0,0.0,0.0,0.0,0.0,1248.0,18931.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57378.0,141699.0,3.0,0.0,5.0
21-08 15:27:31,3.077,22.154,74.769,0.0,0.0,0.0,132243456.0,22102016.0,263151616.0,3596767232.0,2144.0,15363.0,0.0,0.0,0.0,0.0,1122.0,20721.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57618.0,141544.0,4.0,0.0,5.0
21-08 15:27:32,1.238,22.601,75.851,0.0,0.0,0.310,132534272.0,22102016.0,263151616.0,3596476416.0,2144.0,15363.0,0.0,0.0,0.0,0.0,1314.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57988.0,142549.0,3.0,0.0,5.0
21-08 15:27:33,2.703,24.625,72.673,0.0,0.0,0.0,132931584.0,22102016.0,263155712.0,3596075008.0,2144.0,15363.0,0.0,0.0,0.0,0.0,1056.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58053.0,142624.0,4.0,0.0,6.0
21-08 15:27:34,1.286,20.257,78.457,0.0,0.0,0.0,132915200.0,22110208.0,263155712.0,3596083200.0,2144.0,15363.0,0.0,24576.0,0.0,4.0,1314.0,19962.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57845.0,142308.0,2.0,0.0,5.0
21-08 15:27:35,3.323,21.752,74.924,0.0,0.0,0.0,132759552.0,22110208.0,263159808.0,3596234752.0,2112.0,15359.0,0.0,0.0,0.0,0.0,1374.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58160.0,143570.0,2.0,0.0,9.0
21-08 15:27:36,1.858,18.576,79.567,0.0,0.0,0.0,132644864.0,22110208.0,263159808.0,3596349440.0,2080.0,15359.0,0.0,0.0,0.0,0.0,1512.0,20127.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,59050.0,146306.0,5.0,0.0,5.0
21-08 15:27:37,7.143,18.323,74.534,0.0,0.0,0.0,132268032.0,22110208.0,263159808.0,3596726272.0,1984.0,15356.0,0.0,8192.0,0.0,2.0,1188.0,19822.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,51683.0,137187.0,4.0,0.0,7.0
21-08 15:27:38,8.934,15.850,74.928,0.0,0.0,0.288,132521984.0,22110208.0,263163904.0,3596468224.0,2016.0,15352.0,0.0,0.0,0.0,0.0,1314.0,19962.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,44459.0,127975.0,3.0,0.0,13.0
21-08 15:27:39,2.703,16.757,80.541,0.0,0.0,0.0,132493312.0,22118400.0,263168000.0,3596484608.0,1952.0,15357.0,0.0,49152.0,0.0,4.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42423.0,133184.0,3.0,0.0,10.0
21-08 15:27:40,1.381,13.536,85.083,0.0,0.0,0.0,132386816.0,22118400.0,263168000.0,3596591104.0,1920.0,15357.0,0.0,0.0,0.0,0.0,1182.0,20249.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,36403.0,126026.0,5.0,0.0,5.0
21-08 15:27:41,1.734,12.428,85.838,0.0,0.0,0.0,132489216.0,22118400.0,263172096.0,3596484608.0,1856.0,15357.0,0.0,0.0,0.0,0.0,1254.0,19403.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47378.0,137954.0,0.0,0.0,5.0
21-08 15:27:42,2.950,23.304,73.746,0.0,0.0,0.0,132579328.0,22118400.0,263172096.0,3596394496.0,2112.0,15353.0,0.0,122880.0,0.0,4.0,3449.0,21035.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,51859.0,135489.0,1.0,0.0,27.0
21-08 15:27:43,2.047,21.053,76.901,0.0,0.0,0.0,132485120.0,22118400.0,263176192.0,3596484608.0,2144.0,15353.0,0.0,0.0,0.0,0.0,1278.0,20947.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,46775.0,131771.0,2.0,0.0,5.0
21-08 15:27:44,3.086,21.296,75.617,0.0,0.0,0.0,132476928.0,22126592.0,263176192.0,3596484608.0,2144.0,15353.0,0.0,49152.0,0.0,4.0,1248.0,18795.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,57553.0,142654.0,1.0,0.0,5.0
21-08 15:27:45,2.572,19.293,78.135,0.0,0.0,0.0,132440064.0,22126592.0,263180288.0,3596517376.0,2144.0,15353.0,0.0,0.0,0.0,0.0,1188.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57099.0,141488.0,6.0,0.0,5.0
21-08 15:27:46,3.343,22.796,73.556,0.0,0.0,0.304,132730880.0,22126592.0,263180288.0,3596226560.0,2144.0,15353.0,0.0,0.0,0.0,0.0,1338.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57134.0,141441.0,3.0,0.0,5.0
21-08 15:27:47,1.846,22.769,75.385,0.0,0.0,0.0,132546560.0,22126592.0,263180288.0,3596410880.0,2144.0,15353.0,0.0,24576.0,0.0,2.0,1182.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57430.0,142358.0,2.0,0.0,5.0
21-08 15:27:48,17.045,28.977,53.977,0.0,0.0,0.0,132018176.0,22126592.0,263180288.0,3596939264.0,2144.0,15339.0,0.0,0.0,0.0,0.0,1662.0,21177.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48823.0,126884.0,9.0,0.0,6.0
21-08 15:27:49,5.970,20.597,73.433,0.0,0.0,0.0,132853760.0,22134784.0,263184384.0,3596091392.0,2176.0,15365.0,0.0,40960.0,0.0,4.0,1410.0,19245.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40944.0,123181.0,3.0,0.0,17.0
21-08 15:27:50,1.739,22.029,76.232,0.0,0.0,0.0,132694016.0,22134784.0,263184384.0,3596251136.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1182.0,20249.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,42693.0,126468.0,4.0,0.0,5.0
21-08 15:27:51,0.306,13.761,85.933,0.0,0.0,0.0,132468736.0,22134784.0,263184384.0,3596476416.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1320.0,19539.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,29818.0,111020.0,1.0,0.0,5.0
21-08 15:27:52,1.676,22.067,75.978,0.0,0.0,0.279,132173824.0,22134784.0,263188480.0,3596767232.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1285.0,18725.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40887.0,123461.0,5.0,0.0,5.0
21-08 15:27:53,1.765,19.412,78.824,0.0,0.0,0.0,132169728.0,22134784.0,263192576.0,3596767232.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43154.0,125872.0,4.0,0.0,5.0
21-08 15:27:54,0.852,22.727,76.420,0.0,0.0,0.0,132194304.0,22142976.0,263192576.0,3596734464.0,2176.0,15362.0,0.0,24576.0,0.0,4.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43304.0,126211.0,4.0,0.0,5.0
21-08 15:27:55,0.840,23.810,75.350,0.0,0.0,0.0,132157440.0,22142976.0,263196672.0,3596767232.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43184.0,125596.0,2.0,0.0,5.0
21-08 15:27:56,2.671,20.772,76.558,0.0,0.0,0.0,132190208.0,22142976.0,263196672.0,3596734464.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1481.0,20092.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46313.0,129916.0,3.0,0.0,5.0
21-08 15:27:57,1.140,23.077,75.783,0.0,0.0,0.0,132190208.0,22142976.0,263196672.0,3596734464.0,2176.0,15362.0,0.0,0.0,0.0,0.0,1411.0,21066.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43659.0,128832.0,4.0,0.0,5.0
21-08 15:27:58,10.180,22.156,67.665,0.0,0.0,0.0,131874816.0,22142976.0,263196672.0,3597049856.0,2176.0,15358.0,0.0,0.0,0.0,0.0,1483.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,52030.0,131993.0,3.0,0.0,13.0
21-08 15:27:59,1.408,23.380,75.211,0.0,0.0,0.0,131792896.0,22151168.0,263200768.0,3597119488.0,2176.0,15364.0,0.0,24576.0,0.0,4.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,40934.0,124600.0,5.0,0.0,10.0
21-08 15:28:00,7.831,23.494,68.675,0.0,0.0,0.0,132694016.0,22151168.0,263204864.0,3596214272.0,2112.0,15359.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54957.0,139239.0,3.0,0.0,7.0
21-08 15:28:01,2.017,24.496,73.487,0.0,0.0,0.0,132689920.0,22151168.0,263204864.0,3596218368.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,47724.0,130495.0,5.0,0.0,5.0
21-08 15:28:02,1.690,23.944,74.366,0.0,0.0,0.0,132423680.0,22151168.0,263213056.0,3596476416.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1314.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43374.0,126643.0,2.0,0.0,5.0
21-08 15:28:03,2.493,20.222,77.008,0.0,0.0,0.277,132497408.0,22151168.0,263213056.0,3596402688.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,34989.0,117409.0,5.0,0.0,5.0
21-08 15:28:04,1.724,22.701,75.575,0.0,0.0,0.0,132288512.0,22159360.0,263213056.0,3596603392.0,2144.0,15359.0,0.0,24576.0,0.0,4.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43584.0,126828.0,3.0,0.0,5.0
21-08 15:28:05,1.208,21.148,77.341,0.0,0.0,0.302,132513792.0,22159360.0,263213056.0,3596378112.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1374.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53957.0,138823.0,2.0,0.0,5.0
21-08 15:28:06,1.824,22.188,75.988,0.0,0.0,0.0,132390912.0,22159360.0,263217152.0,3596496896.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1248.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58784.0,143574.0,5.0,0.0,5.0
21-08 15:28:07,2.778,19.753,77.469,0.0,0.0,0.0,132284416.0,22159360.0,263217152.0,3596603392.0,2144.0,15359.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58844.0,143841.0,3.0,0.0,5.0
21-08 15:28:08,10.154,20.0,69.846,0.0,0.0,0.0,131883008.0,22159360.0,263217152.0,3597004800.0,2176.0,15361.0,0.0,0.0,0.0,0.0,1502.0,19225.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53622.0,133326.0,6.0,0.0,16.0
21-08 15:28:09,1.208,18.429,79.758,0.302,0.0,0.302,131985408.0,22167552.0,263217152.0,3596894208.0,2144.0,15363.0,0.0,24576.0,0.0,4.0,1320.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43589.0,126455.0,1.0,0.0,10.0
21-08 15:28:10,1.194,16.418,82.388,0.0,0.0,0.0,131731456.0,22167552.0,263221248.0,3597144064.0,2144.0,15363.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,37650.0,120417.0,2.0,0.0,5.0
21-08 15:28:11,6.916,21.326,71.758,0.0,0.0,0.0,132505600.0,22167552.0,263221248.0,3596369920.0,2112.0,15360.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,38280.0,121024.0,3.0,0.0,7.0
21-08 15:28:12,1.775,18.343,79.882,0.0,0.0,0.0,132616192.0,22167552.0,263221248.0,3596259328.0,2112.0,15360.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,37947.0,120619.0,0.0,0.0,5.0
21-08 15:28:13,1.337,21.925,76.738,0.0,0.0,0.0,132661248.0,22167552.0,263225344.0,3596210176.0,2112.0,15360.0,0.0,81920.0,0.0,16.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,28861.0,110389.0,1.0,0.0,6.0
21-08 15:28:14,2.681,22.252,74.799,0.0,0.0,0.268,132878336.0,22175744.0,263225344.0,3595984896.0,2112.0,15360.0,0.0,40960.0,0.0,4.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,33315.0,115729.0,2.0,0.0,5.0
21-08 15:28:15,1.994,23.647,74.359,0.0,0.0,0.0,132907008.0,22175744.0,263229440.0,3595952128.0,2144.0,15360.0,0.0,0.0,0.0,0.0,1278.0,18885.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,48852.0,134176.0,3.0,0.0,5.0
21-08 15:28:16,1.749,27.114,71.137,0.0,0.0,0.0,132997120.0,22175744.0,263233536.0,3595857920.0,2144.0,15360.0,0.0,0.0,0.0,0.0,1415.0,19061.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57499.0,142425.0,3.0,0.0,5.0
21-08 15:28:17,1.749,27.114,71.137,0.0,0.0,0.0,133029888.0,22175744.0,263233536.0,3595825152.0,2176.0,15360.0,0.0,0.0,0.0,0.0,1575.0,21180.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53543.0,137366.0,4.0,0.0,9.0
21-08 15:28:18,7.536,26.667,65.797,0.0,0.0,0.0,133169152.0,22175744.0,263237632.0,3595681792.0,2176.0,15363.0,0.0,90112.0,0.0,2.0,1382.0,18861.0,9.0,11.0,0.0,1.0,0.0,181.0,17.0,12.0,0.0,0.0,40667.0,120236.0,5.0,0.0,16.0
21-08 15:28:19,2.874,22.126,75.0,0.0,0.0,0.0,132894720.0,22183936.0,263237632.0,3595948032.0,2144.0,15374.0,0.0,40960.0,0.0,4.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,46131.0,130806.0,5.0,0.0,10.0
21-08 15:28:20,3.470,17.666,78.864,0.0,0.0,0.0,132861952.0,22183936.0,263237632.0,3595980800.0,2144.0,15374.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58293.0,143580.0,4.0,0.0,5.0
21-08 15:28:21,1.258,19.811,78.931,0.0,0.0,0.0,132890624.0,22183936.0,263241728.0,3595948032.0,2144.0,15374.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58314.0,143682.0,4.0,0.0,5.0
21-08 15:28:22,6.407,29.248,64.345,0.0,0.0,0.0,133218304.0,22183936.0,263241728.0,3595620352.0,2144.0,15372.0,0.0,0.0,0.0,0.0,1308.0,19934.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54086.0,137647.0,5.0,0.0,7.0
21-08 15:28:23,1.108,24.377,74.515,0.0,0.0,0.0,133398528.0,22183936.0,263249920.0,3595431936.0,2176.0,15372.0,0.0,32768.0,0.0,4.0,1278.0,19916.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43224.0,126887.0,2.0,0.0,5.0
21-08 15:28:24,1.966,22.472,75.281,0.0,0.0,0.281,133357568.0,22192128.0,263249920.0,3595464704.0,2176.0,15372.0,0.0,40960.0,0.0,4.0,1338.0,20947.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43217.0,126998.0,4.0,0.0,5.0
21-08 15:28:25,0.877,19.883,78.655,0.0,0.0,0.585,133111808.0,22192128.0,263249920.0,3595710464.0,2176.0,15372.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43189.0,126919.0,0.0,0.0,5.0
21-08 15:28:26,2.266,20.963,76.204,0.0,0.0,0.567,132968448.0,22192128.0,263254016.0,3595849728.0,2176.0,15372.0,0.0,0.0,0.0,0.0,1441.0,19982.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43132.0,126712.0,4.0,0.0,5.0
21-08 15:28:27,0.597,18.507,80.896,0.0,0.0,0.0,133001216.0,22192128.0,263254016.0,3595816960.0,2176.0,15372.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43378.0,127492.0,0.0,0.0,0.0
21-08 15:28:28,10.324,22.714,66.962,0.0,0.0,0.0,132857856.0,22192128.0,263254016.0,3595960320.0,2176.0,15376.0,0.0,0.0,0.0,0.0,1568.0,19290.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54566.0,133801.0,2.0,0.0,16.0
21-08 15:28:29,0.958,19.489,78.914,0.319,0.0,0.319,132730880.0,22200320.0,263258112.0,3596075008.0,2176.0,15381.0,0.0,24576.0,0.0,4.0,1380.0,20965.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58802.0,143027.0,2.0,0.0,10.0
21-08 15:28:30,2.579,25.788,71.633,0.0,0.0,0.0,132825088.0,22200320.0,263258112.0,3595980800.0,2176.0,15378.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58313.0,143636.0,2.0,0.0,5.0
21-08 15:28:31,1.187,24.332,74.481,0.0,0.0,0.0,132591616.0,22200320.0,263258112.0,3596214272.0,2176.0,15373.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58231.0,143658.0,2.0,0.0,5.0
