"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-29-08-08-00-log.csv 1 360",,,,"Date:","29 Aug 2022 08:08:00 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
29-08 08:08:26,6.857,25.714,67.429,0.0,0.0,0.0,129961984.0,19845120.0,262737920.0,3601719296.0,2048.0,16984.0,0.0,32768.0,0.0,4.0,990.0,15702.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,52210.0,132585.0,3.0,0.0,13.0
29-08 08:08:27,2.500,19.375,78.125,0.0,0.0,0.0,129929216.0,19845120.0,262737920.0,3601752064.0,2048.0,16984.0,0.0,0.0,0.0,0.0,1472.0,18951.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58867.0,143797.0,3.0,0.0,9.0
29-08 08:08:28,1.266,20.570,78.165,0.0,0.0,0.0,129703936.0,19845120.0,262737920.0,3601977344.0,2048.0,16984.0,0.0,0.0,0.0,0.0,1458.0,20186.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58975.0,143955.0,3.0,0.0,17.0
29-08 08:08:29,1.558,20.561,77.882,0.0,0.0,0.0,129658880.0,19849216.0,262746112.0,3602010112.0,2048.0,16984.0,8192.0,8192.0,2.0,2.0,1314.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58849.0,143703.0,3.0,0.0,5.0
29-08 08:08:30,1.311,15.738,82.951,0.0,0.0,0.0,129679360.0,19849216.0,262750208.0,3601985536.0,2016.0,16980.0,0.0,0.0,0.0,0.0,1471.0,19041.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,59655.0,145086.0,6.0,0.0,13.0
29-08 08:08:31,1.238,19.505,79.257,0.0,0.0,0.0,129671168.0,19857408.0,262750208.0,3601985536.0,1952.0,16980.0,0.0,49152.0,0.0,4.0,1351.0,20315.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,59287.0,144671.0,4.0,0.0,5.0
29-08 08:08:32,2.160,17.901,79.938,0.0,0.0,0.0,129687552.0,19857408.0,262750208.0,3601969152.0,1920.0,16980.0,0.0,0.0,0.0,0.0,1314.0,19445.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,60013.0,146075.0,4.0,0.0,5.0
29-08 08:08:33,11.111,20.468,68.421,0.0,0.0,0.0,128839680.0,19857408.0,262758400.0,3602808832.0,1824.0,16980.0,0.0,0.0,0.0,0.0,1362.0,18975.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57301.0,144778.0,2.0,0.0,20.0
29-08 08:08:34,3.090,17.978,78.652,0.281,0.0,0.0,129028096.0,19869696.0,262782976.0,3602583552.0,1824.0,16980.0,24576.0,172032.0,6.0,18.0,1381.0,19982.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55652.0,146147.0,5.0,0.0,11.0
29-08 08:08:35,3.067,21.166,75.767,0.0,0.0,0.0,128675840.0,19869696.0,262787072.0,3602931712.0,1760.0,16980.0,0.0,0.0,0.0,0.0,1338.0,19916.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58434.0,142948.0,3.0,0.0,9.0
29-08 08:08:36,9.467,15.089,75.444,0.0,0.0,0.0,129462272.0,19877888.0,262791168.0,3602132992.0,1760.0,16976.0,0.0,57344.0,0.0,4.0,3060.0,16663.0,9.0,11.0,0.0,1.0,0.0,179.0,17.0,12.0,0.0,0.0,52452.0,135550.0,2.0,0.0,35.0
29-08 08:08:37,1.749,23.324,74.927,0.0,0.0,0.0,129400832.0,19877888.0,262791168.0,3602194432.0,2048.0,16973.0,0.0,0.0,0.0,0.0,1577.0,20219.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43674.0,127360.0,1.0,0.0,9.0
29-08 08:08:38,1.250,22.188,76.562,0.0,0.0,0.0,129400832.0,19877888.0,262791168.0,3602194432.0,2048.0,16973.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,57979.0,142572.0,2.0,0.0,5.0
29-08 08:08:39,2.222,20.317,77.460,0.0,0.0,0.0,129449984.0,19877888.0,262791168.0,3602145280.0,2048.0,16973.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,57961.0,142519.0,4.0,0.0,5.0
29-08 08:08:40,2.188,22.188,75.625,0.0,0.0,0.0,129384448.0,19877888.0,262791168.0,3602210816.0,2048.0,16975.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,57486.0,141220.0,9.0,0.0,3.0
29-08 08:08:41,1.567,21.944,76.489,0.0,0.0,0.0,129654784.0,19886080.0,262795264.0,3601928192.0,2048.0,16973.0,0.0,32768.0,0.0,4.0,1415.0,19061.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,58032.0,142644.0,3.0,0.0,2.0
29-08 08:08:42,4.308,19.692,75.385,0.0,0.0,0.615,129253376.0,19886080.0,262795264.0,3602329600.0,2048.0,16982.0,0.0,0.0,0.0,0.0,1532.0,21443.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,52228.0,136109.0,2.0,0.0,12.0
29-08 08:08:43,2.833,22.380,74.788,0.0,0.0,0.0,129105920.0,19886080.0,262795264.0,3602477056.0,2080.0,16991.0,0.0,0.0,0.0,0.0,1411.0,18962.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43533.0,126576.0,3.0,0.0,10.0
29-08 08:08:44,4.665,26.531,68.805,0.0,0.0,0.0,126513152.0,19886080.0,262799360.0,3605065728.0,2048.0,16969.0,0.0,24576.0,0.0,2.0,1122.0,19896.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55653.0,139637.0,3.0,0.0,5.0
29-08 08:08:45,7.803,21.676,70.520,0.0,0.0,0.0,129064960.0,19886080.0,262803456.0,3602509824.0,2048.0,16985.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44663.0,127669.0,4.0,0.0,7.0
29-08 08:08:46,7.895,20.175,71.930,0.0,0.0,0.0,130056192.0,19894272.0,262803456.0,3601510400.0,2080.0,16981.0,0.0,49152.0,0.0,4.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,39494.0,118714.0,4.0,0.0,13.0
29-08 08:08:47,2.108,18.675,79.217,0.0,0.0,0.0,130084864.0,19894272.0,262807552.0,3601477632.0,2080.0,16981.0,0.0,0.0,0.0,0.0,1248.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43038.0,125042.0,3.0,0.0,5.0
29-08 08:08:48,1.393,19.777,78.830,0.0,0.0,0.0,129953792.0,19894272.0,262807552.0,3601608704.0,2080.0,16981.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,31433.0,114265.0,4.0,0.0,5.0
29-08 08:08:49,1.462,19.298,79.240,0.0,0.0,0.0,129921024.0,19894272.0,262807552.0,3601641472.0,2080.0,16976.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,41308.0,123848.0,4.0,0.0,5.0
29-08 08:08:50,1.796,17.365,80.838,0.0,0.0,0.0,129863680.0,19894272.0,262807552.0,3601698816.0,2080.0,16931.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43814.0,126721.0,6.0,0.0,5.0
29-08 08:08:51,1.802,17.417,80.781,0.0,0.0,0.0,129544192.0,19902464.0,262811648.0,3602006016.0,2080.0,16921.0,0.0,32768.0,0.0,4.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43576.0,126088.0,2.0,0.0,5.0
29-08 08:08:52,0.917,16.820,82.263,0.0,0.0,0.0,129576960.0,19902464.0,262811648.0,3601973248.0,2080.0,16916.0,0.0,0.0,0.0,0.0,1248.0,20899.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43606.0,126168.0,6.0,0.0,5.0
29-08 08:08:53,0.901,19.520,79.580,0.0,0.0,0.0,129568768.0,19902464.0,262811648.0,3601981440.0,2048.0,16921.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43587.0,126103.0,4.0,0.0,10.0
29-08 08:08:54,2.147,15.337,82.515,0.0,0.0,0.0,129306624.0,19902464.0,262815744.0,3602239488.0,2048.0,16921.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43592.0,126156.0,2.0,0.0,5.0
29-08 08:08:55,1.497,17.665,80.838,0.0,0.0,0.0,129310720.0,19902464.0,262819840.0,3602231296.0,2048.0,16921.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43606.0,126186.0,2.0,0.0,6.0
29-08 08:08:56,24.340,18.182,57.478,0.0,0.0,0.0,129941504.0,19910656.0,262823936.0,3601588224.0,2048.0,16916.0,0.0,32768.0,0.0,4.0,1386.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,36824.0,112815.0,4.0,0.0,15.0
29-08 08:08:57,1.449,18.841,79.710,0.0,0.0,0.0,129941504.0,19910656.0,262823936.0,3601588224.0,2048.0,16916.0,0.0,0.0,0.0,0.0,1248.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,38370.0,121684.0,0.0,0.0,5.0
29-08 08:08:58,0.583,19.242,80.175,0.0,0.0,0.0,129904640.0,19910656.0,262828032.0,3601620992.0,2048.0,16916.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,38005.0,121543.0,5.0,0.0,5.0
29-08 08:08:59,0.990,16.502,82.508,0.0,0.0,0.0,129937408.0,19910656.0,262828032.0,3601588224.0,2048.0,16916.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58894.0,144043.0,6.0,0.0,5.0
29-08 08:09:00,1.299,17.208,81.494,0.0,0.0,0.0,129904640.0,19910656.0,262828032.0,3601620992.0,2048.0,16916.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58807.0,143901.0,3.0,0.0,5.0
29-08 08:09:01,2.492,19.626,77.882,0.0,0.0,0.0,129671168.0,19918848.0,262828032.0,3601846272.0,2048.0,16916.0,0.0,32768.0,0.0,4.0,1481.0,20092.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58662.0,143345.0,3.0,0.0,5.0
29-08 08:09:02,3.427,19.626,76.947,0.0,0.0,0.0,129634304.0,19918848.0,262832128.0,3601879040.0,2048.0,16921.0,0.0,0.0,0.0,0.0,1376.0,19290.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58683.0,143641.0,3.0,0.0,8.0
29-08 08:09:03,1.786,23.512,74.702,0.0,0.0,0.0,129667072.0,19918848.0,262832128.0,3601846272.0,2080.0,16927.0,0.0,0.0,0.0,0.0,1477.0,21024.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55240.0,139914.0,2.0,0.0,10.0
29-08 08:09:04,1.299,18.506,80.195,0.0,0.0,0.0,129384448.0,19918848.0,262832128.0,3602128896.0,2080.0,16927.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55690.0,139308.0,5.0,0.0,6.0
29-08 08:09:05,1.548,21.053,77.399,0.0,0.0,0.0,129413120.0,19918848.0,262836224.0,3602096128.0,2080.0,16927.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58714.0,142672.0,4.0,0.0,5.0
29-08 08:09:06,8.683,21.257,69.760,0.299,0.0,0.0,129347584.0,19927040.0,262836224.0,3602153472.0,2080.0,16923.0,0.0,32768.0,0.0,4.0,1476.0,19916.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55086.0,134921.0,6.0,0.0,17.0
29-08 08:09:07,8.280,19.427,72.293,0.0,0.0,0.0,130134016.0,19927040.0,262836224.0,3601367040.0,2048.0,16915.0,0.0,0.0,0.0,0.0,1248.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55463.0,138979.0,3.0,0.0,7.0
29-08 08:09:08,5.177,25.068,69.755,0.0,0.0,0.0,130035712.0,19927040.0,262840320.0,3601461248.0,2048.0,16920.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,41946.0,126916.0,4.0,0.0,5.0
29-08 08:09:09,1.153,16.715,81.844,0.0,0.0,0.288,130076672.0,19927040.0,262840320.0,3601420288.0,2048.0,16920.0,0.0,155648.0,0.0,12.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,27762.0,107155.0,2.0,0.0,6.0
29-08 08:09:10,1.622,25.405,72.973,0.0,0.0,0.0,130048000.0,19927040.0,262844416.0,3601444864.0,2048.0,16920.0,0.0,0.0,0.0,0.0,1248.0,18837.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42175.0,125517.0,3.0,0.0,5.0
29-08 08:09:11,2.154,21.538,76.308,0.0,0.0,0.0,129888256.0,19935232.0,262844416.0,3601596416.0,2048.0,16920.0,0.0,57344.0,0.0,4.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55562.0,139543.0,2.0,0.0,5.0
29-08 08:09:12,1.401,24.370,74.230,0.0,0.0,0.0,129888256.0,19935232.0,262844416.0,3601596416.0,2048.0,16921.0,0.0,0.0,0.0,0.0,1282.0,20010.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42864.0,126655.0,6.0,0.0,3.0
29-08 08:09:13,16.766,22.156,61.078,0.0,0.0,0.0,129892352.0,19935232.0,262848512.0,3601588224.0,2080.0,16934.0,0.0,0.0,0.0,0.0,6914.0,23411.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,45711.0,128816.0,4.0,0.0,12.0
29-08 08:09:14,2.167,15.170,82.663,0.0,0.0,0.0,129880064.0,19935232.0,262852608.0,3601596416.0,2080.0,16931.0,0.0,49152.0,0.0,10.0,1320.0,20857.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43635.0,127591.0,4.0,0.0,5.0
29-08 08:09:15,2.188,20.938,76.875,0.0,0.0,0.0,129482752.0,19935232.0,262852608.0,3601993728.0,2080.0,16931.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,56709.0,140889.0,1.0,0.0,5.0
29-08 08:09:16,8.464,20.063,71.473,0.0,0.0,0.0,129503232.0,19943424.0,262852608.0,3601965056.0,2112.0,16928.0,0.0,57344.0,0.0,4.0,1320.0,19826.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,54063.0,130925.0,1.0,0.0,13.0
29-08 08:09:17,1.760,26.979,71.261,0.0,0.0,0.0,129630208.0,19943424.0,262856704.0,3601833984.0,2080.0,16928.0,0.0,0.0,0.0,0.0,1404.0,19982.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,57874.0,142144.0,3.0,0.0,9.0
29-08 08:09:18,3.438,20.0,76.562,0.0,0.0,0.0,129630208.0,19943424.0,262856704.0,3601833984.0,2080.0,16928.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,58015.0,142555.0,4.0,0.0,5.0
29-08 08:09:19,11.175,20.630,68.195,0.0,0.0,0.0,129851392.0,19943424.0,262860800.0,3601608704.0,2048.0,16926.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,33203.0,113935.0,2.0,0.0,7.0
29-08 08:09:20,2.841,20.739,76.420,0.0,0.0,0.0,129880064.0,19943424.0,262864896.0,3601575936.0,2048.0,16926.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43764.0,126084.0,1.0,0.0,5.0
29-08 08:09:21,1.796,17.665,80.539,0.0,0.0,0.0,129839104.0,19951616.0,262864896.0,3601608704.0,2048.0,16926.0,0.0,32768.0,0.0,4.0,1481.0,20092.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43723.0,125857.0,3.0,0.0,5.0
29-08 08:09:22,2.632,20.175,77.193,0.0,0.0,0.0,129613824.0,19951616.0,262864896.0,3601833984.0,2048.0,16933.0,0.0,0.0,0.0,0.0,1568.0,21395.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43812.0,126058.0,2.0,0.0,8.0
29-08 08:09:23,0.880,21.114,78.006,0.0,0.0,0.0,129884160.0,19951616.0,262868992.0,3601559552.0,2080.0,16938.0,0.0,0.0,0.0,0.0,1345.0,18962.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43407.0,125345.0,4.0,0.0,10.0
