"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sensor",,,,"User:","root"
"Cmdline:","dstat -t --cpu --mem --fs -d --disk-tps -n --tcp --socket -y -p -N eth0 --output 2022-08-29-07-36-00-log.csv 1 360",,,,"Date:","29 Aug 2022 07:36:00 CEST"

"system","total cpu usage",,,,,,"memory usage",,,,"filesystem",,"dsk/total",,"dsk/total",,"net/eth0",,"tcp sockets",,,,,"sockets",,,,,"system",,"procs",,
29-08 07:36:14,0.865,21.614,77.522,0.0,0.0,0.0,129949696.0,19943424.0,262701056.0,3601670144.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1254.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43715.0,125851.0,2.0,0.0,5.0
29-08 07:36:15,1.159,21.159,77.681,0.0,0.0,0.0,129654784.0,19943424.0,262705152.0,3601960960.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1248.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43750.0,126290.0,6.0,0.0,5.0
29-08 07:36:16,1.471,19.706,78.824,0.0,0.0,0.0,129683456.0,19943424.0,262709248.0,3601928192.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43924.0,126532.0,4.0,0.0,5.0
29-08 07:36:17,1.445,21.098,77.457,0.0,0.0,0.0,129675264.0,19951616.0,262709248.0,3601928192.0,2080.0,16992.0,0.0,32768.0,0.0,4.0,1314.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43814.0,126298.0,3.0,0.0,5.0
29-08 07:36:18,1.515,18.485,80.0,0.0,0.0,0.0,129945600.0,19951616.0,262713344.0,3601653760.0,2112.0,17000.0,0.0,0.0,0.0,0.0,1348.0,18979.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43480.0,125971.0,4.0,0.0,10.0
29-08 07:36:19,1.791,18.209,80.0,0.0,0.0,0.0,129945600.0,19951616.0,262713344.0,3601653760.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1242.0,19868.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43070.0,125877.0,1.0,0.0,5.0
29-08 07:36:20,0.912,17.629,81.459,0.0,0.0,0.0,129945600.0,19951616.0,262713344.0,3601653760.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43188.0,126172.0,6.0,0.0,5.0
29-08 07:36:21,2.727,22.121,75.152,0.0,0.0,0.0,129687552.0,19951616.0,262713344.0,3601911808.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1502.0,19291.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,49167.0,131764.0,4.0,0.0,11.0
29-08 07:36:22,14.412,24.412,61.176,0.0,0.0,0.0,129380352.0,19959808.0,262721536.0,3602202624.0,2048.0,16992.0,0.0,32768.0,0.0,4.0,1386.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,50616.0,132742.0,4.0,0.0,12.0
29-08 07:36:23,2.305,22.190,75.504,0.0,0.0,0.0,129671168.0,19959808.0,262721536.0,3601911808.0,2048.0,16992.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42909.0,126109.0,2.0,0.0,5.0
29-08 07:36:24,2.006,21.490,76.504,0.0,0.0,0.0,129671168.0,19959808.0,262721536.0,3601911808.0,2048.0,16992.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43880.0,127888.0,5.0,0.0,5.0
29-08 07:36:25,2.047,21.053,76.901,0.0,0.0,0.0,129544192.0,19959808.0,262721536.0,3602038784.0,2048.0,16992.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,46398.0,130552.0,3.0,0.0,5.0
29-08 07:36:26,2.181,21.807,76.012,0.0,0.0,0.0,129540096.0,19959808.0,262725632.0,3602038784.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57848.0,141189.0,4.0,0.0,5.0
29-08 07:36:27,1.227,21.779,76.687,0.0,0.0,0.307,129531904.0,19968000.0,262725632.0,3602038784.0,2080.0,16992.0,0.0,32768.0,0.0,4.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58763.0,142829.0,5.0,0.0,5.0
29-08 07:36:28,1.198,21.257,77.545,0.0,0.0,0.0,129789952.0,19968000.0,262725632.0,3601780736.0,2112.0,16997.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,48776.0,130605.0,5.0,0.0,10.0
29-08 07:36:29,1.972,23.099,74.930,0.0,0.0,0.0,129785856.0,19972096.0,262725632.0,3601780736.0,2112.0,16997.0,8192.0,8192.0,2.0,2.0,1685.0,20362.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43186.0,123494.0,6.0,0.0,17.0
29-08 07:36:30,1.714,19.429,78.857,0.0,0.0,0.0,129773568.0,19972096.0,262737920.0,3601780736.0,2112.0,16997.0,0.0,0.0,0.0,0.0,1285.0,19927.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,37658.0,118573.0,7.0,0.0,5.0
29-08 07:36:31,2.994,15.868,81.138,0.0,0.0,0.0,130289664.0,19972096.0,262737920.0,3601264640.0,2112.0,16994.0,0.0,0.0,0.0,0.0,1338.0,18885.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,34343.0,112774.0,7.0,0.0,12.0
29-08 07:36:32,5.672,19.403,74.925,0.0,0.0,0.0,130187264.0,19980288.0,262737920.0,3601358848.0,2112.0,16994.0,0.0,49152.0,0.0,4.0,1056.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43689.0,125129.0,4.0,0.0,10.0
29-08 07:36:33,7.759,19.540,72.701,0.0,0.0,0.0,127619072.0,19980288.0,262737920.0,3603927040.0,2112.0,16976.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43234.0,126430.0,3.0,0.0,5.0
29-08 07:36:34,5.775,21.884,72.340,0.0,0.0,0.0,130158592.0,19992576.0,262770688.0,3601342464.0,2080.0,16992.0,24576.0,172032.0,6.0,18.0,1188.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,50568.0,134871.0,6.0,0.0,7.0
29-08 07:36:35,2.508,21.944,75.549,0.0,0.0,0.0,129904640.0,19992576.0,262774784.0,3601592320.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1458.0,20923.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,54957.0,137746.0,3.0,0.0,9.0
29-08 07:36:36,1.562,20.0,78.438,0.0,0.0,0.0,129904640.0,19992576.0,262774784.0,3601592320.0,2080.0,16992.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58682.0,143562.0,5.0,0.0,5.0
29-08 07:36:37,3.343,20.669,75.684,0.304,0.0,0.0,129892352.0,20000768.0,262778880.0,3601592320.0,2080.0,16992.0,0.0,57344.0,0.0,4.0,1314.0,20993.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58853.0,143807.0,4.0,0.0,5.0
29-08 07:36:38,2.417,22.961,74.622,0.0,0.0,0.0,129773568.0,20000768.0,262778880.0,3601711104.0,2112.0,16997.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58341.0,142818.0,2.0,0.0,10.0
29-08 07:36:39,2.524,18.612,78.864,0.0,0.0,0.0,129773568.0,20000768.0,262778880.0,3601711104.0,2112.0,16997.0,0.0,0.0,0.0,0.0,1260.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58719.0,143575.0,2.0,0.0,5.0
29-08 07:36:40,1.863,20.807,77.329,0.0,0.0,0.0,129769472.0,20000768.0,262782976.0,3601711104.0,2112.0,16997.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58766.0,143673.0,2.0,0.0,5.0
29-08 07:36:41,4.037,18.944,77.019,0.0,0.0,0.0,129802240.0,20000768.0,262782976.0,3601678336.0,2048.0,16991.0,0.0,0.0,0.0,0.0,1502.0,19291.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58505.0,142973.0,7.0,0.0,11.0
29-08 07:36:42,5.357,20.238,74.107,0.0,0.0,0.298,129363968.0,20008960.0,262782976.0,3602108416.0,2016.0,16991.0,0.0,32768.0,0.0,4.0,1248.0,16775.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,57786.0,142301.0,1.0,0.0,10.0
29-08 07:36:43,1.562,18.438,80.0,0.0,0.0,0.0,129363968.0,20008960.0,262782976.0,3602108416.0,1952.0,16991.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,59419.0,145061.0,1.0,0.0,5.0
29-08 07:36:44,2.492,15.576,81.931,0.0,0.0,0.0,129589248.0,20008960.0,262782976.0,3601883136.0,1920.0,16991.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,60520.0,147952.0,1.0,0.0,5.0
29-08 07:36:45,10.787,13.703,75.510,0.0,0.0,0.0,129290240.0,20008960.0,262791168.0,3602173952.0,1888.0,16988.0,0.0,24576.0,0.0,2.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,52143.0,143172.0,4.0,0.0,7.0
29-08 07:36:46,2.035,11.919,86.047,0.0,0.0,0.0,129208320.0,20008960.0,262791168.0,3602255872.0,1824.0,16988.0,0.0,0.0,0.0,0.0,1357.0,20923.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,47467.0,138670.0,0.0,0.0,5.0
29-08 07:36:47,1.458,16.035,82.216,0.0,0.0,0.292,129048576.0,20017152.0,262791168.0,3602407424.0,1792.0,16988.0,0.0,49152.0,0.0,4.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,63345.0,154777.0,4.0,0.0,5.0
29-08 07:36:48,4.070,18.895,77.035,0.0,0.0,0.0,129560576.0,20017152.0,262795264.0,3601891328.0,2048.0,16991.0,0.0,0.0,0.0,0.0,3558.0,21183.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,60578.0,148739.0,5.0,0.0,30.0
29-08 07:36:49,1.441,21.614,76.369,0.0,0.0,0.576,129470464.0,20017152.0,262795264.0,3601981440.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1481.0,21123.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43759.0,127824.0,5.0,0.0,2.0
29-08 07:36:50,1.475,19.764,78.761,0.0,0.0,0.0,129470464.0,20017152.0,262795264.0,3601981440.0,2080.0,16989.0,0.0,0.0,0.0,0.0,1285.0,18896.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,43789.0,128082.0,2.0,0.0,5.0
29-08 07:36:51,2.108,18.976,78.614,0.0,0.0,0.301,129466368.0,20017152.0,262799360.0,3601981440.0,2112.0,16986.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,2.0,0.0,178.0,16.0,12.0,0.0,0.0,42341.0,124901.0,6.0,0.0,8.0
29-08 07:36:52,5.0,20.312,74.062,0.0,0.0,0.625,129425408.0,20025344.0,262799360.0,3602014208.0,2080.0,16986.0,0.0,32768.0,0.0,4.0,1056.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55039.0,138526.0,5.0,0.0,10.0
29-08 07:36:53,1.534,21.779,76.687,0.0,0.0,0.0,129167360.0,20025344.0,262799360.0,3602272256.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58867.0,143902.0,2.0,0.0,5.0
29-08 07:36:54,2.395,22.455,74.850,0.0,0.0,0.299,129069056.0,20025344.0,262803456.0,3602366464.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1188.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58847.0,143778.0,5.0,0.0,5.0
29-08 07:36:55,1.770,24.484,73.746,0.0,0.0,0.0,129064960.0,20025344.0,262807552.0,3602366464.0,2080.0,16986.0,0.0,0.0,0.0,0.0,1314.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58855.0,143801.0,2.0,0.0,5.0
29-08 07:36:56,10.375,25.937,63.401,0.0,0.0,0.288,129835008.0,20025344.0,262811648.0,3601592320.0,2080.0,16984.0,0.0,0.0,0.0,0.0,1256.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,55003.0,139185.0,1.0,0.0,7.0
29-08 07:36:57,2.305,20.749,76.945,0.0,0.0,0.0,129835008.0,20033536.0,262803456.0,3601592320.0,2080.0,16984.0,0.0,32768.0,0.0,4.0,1314.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43766.0,127711.0,3.0,0.0,5.0
29-08 07:36:58,0.833,23.333,75.556,0.0,0.0,0.278,129327104.0,20033536.0,262803456.0,3602100224.0,2080.0,16998.0,0.0,0.0,0.0,0.0,1188.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,33100.0,114259.0,7.0,0.0,10.0
29-08 07:36:59,1.140,20.798,78.063,0.0,0.0,0.0,129314816.0,20033536.0,262815744.0,3602100224.0,2048.0,16995.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,38511.0,120901.0,6.0,0.0,5.0
29-08 07:37:00,1.149,22.126,76.724,0.0,0.0,0.0,129314816.0,20033536.0,262815744.0,3602100224.0,2048.0,16995.0,0.0,0.0,0.0,0.0,1278.0,19916.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43675.0,126673.0,5.0,0.0,9.0
29-08 07:37:01,4.373,20.700,74.927,0.0,0.0,0.0,129138688.0,20033536.0,262815744.0,3602276352.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1562.0,19332.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,42398.0,123639.0,10.0,0.0,11.0
29-08 07:37:02,7.317,19.512,73.171,0.0,0.0,0.0,129171456.0,20041728.0,262819840.0,3602231296.0,2080.0,16995.0,0.0,32768.0,0.0,4.0,1291.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,52421.0,136748.0,5.0,0.0,10.0
29-08 07:37:03,2.516,18.868,78.616,0.0,0.0,0.0,129171456.0,20041728.0,262819840.0,3602231296.0,2080.0,16995.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58800.0,143814.0,2.0,0.0,5.0
29-08 07:37:04,1.250,20.938,77.812,0.0,0.0,0.0,129171456.0,20041728.0,262819840.0,3602231296.0,2080.0,16995.0,0.0,0.0,0.0,0.0,1357.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58785.0,143865.0,7.0,0.0,5.0
29-08 07:37:05,2.167,20.433,77.399,0.0,0.0,0.0,129171456.0,20041728.0,262819840.0,3602231296.0,2080.0,16995.0,0.0,40960.0,0.0,6.0,1308.0,19868.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58750.0,143687.0,2.0,0.0,5.0
29-08 07:37:06,1.893,19.243,78.864,0.0,0.0,0.0,128909312.0,20041728.0,262823936.0,3602489344.0,2112.0,16995.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58867.0,144031.0,3.0,0.0,5.0
29-08 07:37:07,2.857,19.048,78.095,0.0,0.0,0.0,127234048.0,20049920.0,262823936.0,3604156416.0,2080.0,16976.0,0.0,49152.0,0.0,4.0,1272.0,18885.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58535.0,142862.0,4.0,0.0,9.0
29-08 07:37:08,8.182,21.212,70.606,0.0,0.0,0.0,129798144.0,20049920.0,262828032.0,3601588224.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1344.0,20947.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44304.0,127534.0,2.0,0.0,16.0
29-08 07:37:09,1.869,15.265,82.866,0.0,0.0,0.0,129503232.0,20049920.0,262832128.0,3601879040.0,2080.0,16997.0,0.0,0.0,0.0,0.0,1571.0,19151.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,43743.0,128109.0,4.0,0.0,9.0
29-08 07:37:10,1.198,19.162,79.641,0.0,0.0,0.0,129536000.0,20049920.0,262832128.0,3601846272.0,2080.0,16997.0,0.0,98304.0,0.0,6.0,1219.0,18896.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,44035.0,128867.0,3.0,0.0,5.0
29-08 07:37:11,3.933,21.629,74.438,0.0,0.0,0.0,129662976.0,20049920.0,262832128.0,3601719296.0,2080.0,16994.0,0.0,0.0,0.0,0.0,1248.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,39110.0,122317.0,3.0,0.0,8.0
29-08 07:37:12,6.135,21.166,72.699,0.0,0.0,0.0,129654784.0,20058112.0,262832128.0,3601719296.0,2080.0,16994.0,0.0,49152.0,0.0,4.0,1122.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,54239.0,138771.0,5.0,0.0,10.0
29-08 07:37:13,3.145,18.239,78.616,0.0,0.0,0.0,129904640.0,20058112.0,262840320.0,3601461248.0,2080.0,16994.0,0.0,0.0,0.0,0.0,1248.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58751.0,143812.0,2.0,0.0,5.0
29-08 07:37:14,2.134,21.646,76.220,0.0,0.0,0.0,129904640.0,20058112.0,262840320.0,3601461248.0,2080.0,16994.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58816.0,143960.0,5.0,0.0,5.0
29-08 07:37:15,1.603,18.269,80.128,0.0,0.0,0.0,129904640.0,20058112.0,262840320.0,3601461248.0,2080.0,16994.0,0.0,16384.0,0.0,4.0,1314.0,19892.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58818.0,143965.0,4.0,0.0,5.0
29-08 07:37:16,1.954,16.612,81.433,0.0,0.0,0.0,129904640.0,20058112.0,262840320.0,3601461248.0,2080.0,16994.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58788.0,143958.0,4.0,0.0,5.0
29-08 07:37:17,1.290,18.065,80.323,0.323,0.0,0.0,129892352.0,20066304.0,262844416.0,3601461248.0,2080.0,16994.0,0.0,49152.0,0.0,4.0,1314.0,18861.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58804.0,143939.0,5.0,0.0,5.0
29-08 07:37:18,0.888,25.740,73.373,0.0,0.0,0.0,129859584.0,20066304.0,262844416.0,3601494016.0,2048.0,16997.0,0.0,0.0,0.0,0.0,1348.0,19045.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58462.0,143249.0,3.0,0.0,10.0
29-08 07:37:19,9.940,20.783,69.277,0.0,0.0,0.0,130404352.0,20066304.0,262848512.0,3600945152.0,2048.0,16995.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,47015.0,130782.0,4.0,0.0,7.0
29-08 07:37:20,1.977,18.362,79.661,0.0,0.0,0.0,130400256.0,20066304.0,262852608.0,3600945152.0,2048.0,16995.0,0.0,8192.0,0.0,2.0,1188.0,19826.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,31199.0,113794.0,2.0,0.0,5.0
29-08 07:37:21,4.507,21.690,73.803,0.0,0.0,0.0,130142208.0,20066304.0,262852608.0,3601203200.0,2080.0,16993.0,0.0,0.0,0.0,0.0,1436.0,19291.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,38712.0,119082.0,7.0,0.0,11.0
29-08 07:37:22,7.210,17.555,75.235,0.0,0.0,0.0,129875968.0,20074496.0,262852608.0,3601461248.0,2080.0,16993.0,0.0,32768.0,0.0,4.0,1254.0,16733.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,56367.0,137216.0,3.0,0.0,10.0
29-08 07:37:23,1.623,18.831,79.545,0.0,0.0,0.0,129867776.0,20074496.0,262852608.0,3601469440.0,2080.0,16993.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,10.0,0.0,1.0,0.0,178.0,16.0,12.0,0.0,0.0,58102.0,142384.0,2.0,0.0,5.0
